,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,label
374,All languages,Anarchist,anarchiste,ɑːnaʀxɪst,anaʀʃist,Anarchist,anarchist,2,-6.090135,0.8704804182052612,0.6714951395988464,loan
375,All languages,amourös,amoureux,ɑːmoːuːʀøːs,amuʀœ,amourös,lover,3,-4.3290534,0.8298819065093994,0.743881106376648,loan
376,All languages,Barrikade,barricade,baʀiːkɑːdə,baʀʀikad,Barricade,barricade,2,-6.09425,0.7592242360115051,0.7420713901519775,loan
377,All languages,Poetik,poétique,poːeːtiːk,pœ́tik,Poetic,poetic,5,-0.8484078000000002,0.8528375625610352,0.4965010285377502,loan
378,All languages,Bambule,bamboula,bambuːlə,bɑ̃bula,Reveal them,bamboula,3,-2.9477031000000005,0.9214877486228944,0.6306809186935425,loan
379,All languages,Avance,avance,ɑːfaŋkə,avɑ̃s,Advance,advance,1,-1.9842746999999998,0.802567720413208,0.5111891627311707,loan
380,All languages,Contenance,contenance,kɔntənaŋkə,kɔ̃tənɑ̃s,Capacity,capacity,1,-2.4968507,0.9443225264549256,0.7026743888854979,loan
381,All languages,intrigant,intrigant,ɪntʀiːçant,ɛ̃tʀiɡɑ̃,intriguing,intriguing,0,-5.134608,0.9999998807907104,0.9999991059303284,loan
382,All languages,Ampere,strong,ampəʀə,stʀɔ̃ɡ,Ampere,strong,6,-9.410998,0.5747504234313965,0.5367333292961121,loan
383,All languages,Fauteuil,fauteuil,fautoːyːiːl,fotœj,Armchair,armchair,1,-2.3748302000000003,0.7160353660583496,0.6651520729064941,loan
384,All languages,Ökumenopolis,œcumenopolis,øːkuːmənoːpoːliːs,œkymənɔpɔli,Ecumenical Police,œcumenopolis,2,-12.373669,0.9480357170104979,0.7548487782478333,loan
385,All languages,Diskothek,discothèque,dɪskoːteːk,diskɔtə̀k,discotheque,nightclub,6,-5.419996299999999,0.8582006096839905,0.5316116213798523,loan
386,All languages,riskant,risquant,ʀɪskant,ʀiskɑ̃,risky,risking,2,-1.1817182,0.7684170007705688,0.8422602415084839,loan
387,All languages,Brikett,briquette,pʀiːkɛt,bʀikɛt,Briquette,briquette,4,-3.6965091,0.9164981842041016,0.6236883997917175,loan
388,All languages,Spontaneität,spontanéité,ʃpɔntɑːnaitæːt,spɔ̃taneite,spontaneity,spontaneity,4,-4.348644999999999,0.9209544658660888,0.6209063529968262,loan
389,All languages,Necessaire,nécessaire,neːkɛsaiʀə,nezɛsɛʀ,Necessary,necessary,2,-0.5310644,0.8484709858894348,0.5040749907493591,loan
390,All languages,Persiflage,persiflage,pəʀsɪflɑːɡə,pɛʀsiflaʒ,persiflage,persiflage,1,-9.89706,0.8761061429977417,0.8986514806747437,loan
391,All languages,Boutique,boutique,boːuːtɪkvə,butik,Boutique,boutique,1,-4.4754076,0.8881843090057373,0.8521283864974976,loan
392,All languages,Krepp,crêpe,kʀɛp,kʀə̂p,Crepe,crepe,3,-0.9582978999999999,0.8149024248123169,0.52320396900177,loan
393,All languages,Porträt,portrait,pɔʀtʀæːt,pɔʀtʀɛ,portrait,portrait,3,-0.17139335,0.7428624033927917,0.5403016805648804,loan
394,All languages,Bouquet,Bouquet,boːʊkveːt,bukɛ,Bouquet,Bouquet,0,-3.5511133999999998,0.9999998807907104,0.9999991059303284,loan
395,All languages,Garantie,garantie,ɡɑːʀantiːə,ɡaʀɑ̃ti,Guarantee,guarantee,1,-4.518591000000001,0.8338255882263184,0.6787118315696716,loan
396,All languages,diaphan,diaphane,diːɑːfɑːn,djafan,diaphan,diaphanous,1,-2.7585745,0.9805129170417786,0.6456677913665771,loan
397,All languages,formidabel,formidable,fɔʀmiːdɑːbeːl,fɔʀmidabl,formidable,formidable,2,-2.6674626,0.8816319704055786,0.866083562374115,loan
398,All languages,kommerziell,commercial,kɔməʀt͡sɪl,kɔmɛʀsjal,commercial,commercial,4,-10.9072075,0.6240008473396301,0.7450650930404663,loan
399,All languages,Expertise,expertise,ɛkspəʀtiːsə,ɛkspɛʀtiz,Expertise,expertise,1,-5.4139843,0.457285225391388,0.8156309127807617,loan
400,All languages,leger,léger,leːɡɐ,leʒəʀ,leger,light,1,-6.5695567,0.8896577954292297,0.5933931469917297,loan
401,All languages,illuster,illustre,ɪlʊstɐ,ijystʀ,illuster,illustrated,2,-2.1843057,0.8563476800918579,0.846307098865509,loan
402,All languages,arriviert,arriver,aʀiːfɪʀt,aʀʀivəʀ,arriviert,arrive,2,-5.760929,0.80768221616745,0.7854847908020021,loan
403,All languages,intellektuell,intellectuel,ɪntɛlɛktuːɛl,ɛ̃tɛlɛktyl,intellectual,intellectual,2,-5.774674,0.9334201216697692,0.7184556722640991,loan
404,All languages,phylogenesis,Phylogenese,phylogenesis*,fyːloːɡəneːsə,phylogenesis,Phylogenese,3,-2.1833975,0.918712317943573,0.7742871046066284,loan
405,All languages,alles anderes ist Menschenwerk,alles,eɪlz anderes* ist* menschenwerk*,aleːs,everything else is man-made,everything,25,-44.547215,0.9313725233078004,0.5796732902526855,loan
406,All languages,Basel-Landschaft,Basel-Landschaft,basel-landschaft*,bɑːseːl-lant͡ʃaft,Basel countryside,Basel countryside,0,-5.2523885,0.9999999403953552,1.0,loan
407,All languages,autological,autologisch,autological*,autoːloːɡiːʃ,autological,autological,3,-5.538997,0.8452874422073364,0.8004147410392761,loan
408,All languages,kummel,Kümmel,kummel*,kʏmeːl,chamomile,Caraway seeds,2,-1.0948597,0.8884475231170654,0.7064424157142639,loan
409,All languages,homoeopath,Homöopath,homoeopath*,hoːmøːpɑːt,homoeopath,Homöopath,3,-2.8629436000000004,0.9474050402641296,0.7997317910194397,loan
410,All languages,gneiss,Gneis,naɪs,knais,gneiss,Gneiss,2,-4.6740949999999994,0.927967369556427,0.700045108795166,loan
411,All languages,Jost,Jost,ʤɑst,jɔst,Jost,Jost,0,-3.5598165999999996,0.999999701976776,1.0,loan
412,All languages,Kaiserslautern,Kaiserslautern,kaiserslautern*,kaisəʀslautəʀn,Kaiserslautern,Kaiserslautern,0,-3.3478968,0.9999997615814208,1.0,loan
413,All languages,lederhosen,Lederhose,lederhosen*,leːdəʀhoːsə,lederhosen,leather pants,2,-2.1624223999999996,0.9277855157852172,0.6920119524002075,loan
414,All languages,Spiegelman,Spiegelmann,ˈspigəlmən,ʃpiːɡɛlman,Spiegelman,,1,-2.1113205,0.9633371233940125,0.9196827411651612,loan
415,All languages,bergshrund,Bergschrund,bergshrund*,bəʀɡʃʀʊnt,bergschrund,Bergschrund,2,-4.6125207,0.8466439843177795,0.7211078405380249,loan
416,All languages,Mittelstaedt,Mittelstädt,ˈmɪtɪlstɛt,mɪtɛlstæːt,Mittelstaedt,middle town,2,-1.79358,0.947811484336853,0.7584869265556335,loan
417,All languages,enzyme,Enzym,ˈɛnˌzaɪm,ənt͡syːm,enzyme,Enzymes,2,-2.5773314999999997,0.6103295683860779,0.6099604368209839,loan
418,All languages,basset horn,Bassetthorn,ˈbæsɪt hɔrn,basɛthɔʀn,basset horn,Bassetthorn,2,-2.8301342000000003,0.6832512617111206,0.694685697555542,loan
419,All languages,Lipschutz,Lipschütz,ˈlɪpʃəts,lɪpʃyːt͡s,Lipschutz,Lipschütz,1,-2.3525436,0.8566225171089172,0.7662193179130554,loan
420,All languages,gegenion,gegen,gegenion*,ɡeːɡən,counterion,against,3,-2.7307782000000005,0.2970387935638428,0.4822320640087128,loan
421,All languages,Katzenklavier,Katzenklavier,katzenklavier*,kɑːt͡səŋklɑːfiːʀ,cat piano,cat piano,0,-3.9403672,0.9999985694885254,1.0,loan
422,All languages,grammatischer Wechsel,grammatischer Wechsel,grammatischer* ˈwɛksəl,kʀamɑːtiːʃəʀ vɛkseːl,grammatical change,grammatical change,0,-27.657365999999996,0.9999998807907104,1.0,loan
423,All languages,Joachimsthaler,Joachimsthaler,joachimsthaler*,joːɑːxɪmstɑːlɐ,Joachimsthaler,Joachimsthaler,0,-3.2863413999999995,0.9999998807907104,1.0,loan
424,All languages,sprachbund,Sprachbund,sprachbund*,ʃpʀaxbʊnt,Sprachbund,Sprachbund,1,-3.2921525999999997,0.8375521898269653,0.7817817926406859,loan
425,All languages,biandry,Biandrie,biandry*,biːantʀiːə,biandry,Biandrie,3,-5.0688934,0.9295190572738647,0.7855927348136902,loan
426,All languages,spangenhelm,Spangenhelm,spangenhelm*,ʃpɑːŋənhɛlm,spangenhelm,Spangenhelm,1,-5.346513,0.8995850086212158,0.8622655272483826,loan
427,All languages,Andrist,Andrist,ˈændrɪst,antʀɪst,Andrist,Andrist,0,-3.2136703,0.9999998807907104,1.0,loan
428,All languages,Brecheisen,Brecheisen,ˈbrɛkaɪsən,pʀeːxaisən,crowbar,crowbar,0,-4.420074,0.9999998807907104,1.0,loan
429,All languages,Künstlerroman,Künstlerroman,künstlerroman*,kʏnstləʀʀoːmɑːn,artist novel,artist novel,0,-11.062756,1.0,1.0,loan
430,All languages,schnitzel,Schnitzel,schnitzel*,ʃniːt͡seːl,schnitzel,Schnitzel,1,-2.2605026,0.9273014664649964,0.8465031981468201,loan
431,All languages,hexenmeister,Hexenmeister,hexenmeister*,hɛksənmaɪstɐ,Sorcerer,Sorcerer,1,-6.508148,0.943522810935974,0.6549590229988098,loan
432,All languages,singspiel,Singspiel,singspiel*,zɪŋspiːl,singing game,singspiel,1,-4.374497,0.8594944477081299,0.8980684876441956,loan
433,All languages,Kloth,Kloth,klɑθ,kloːt,Kloth,Kloth,0,-3.5174232000000005,0.9999997615814208,1.0,loan
434,All languages,Lechtenberg,Lechtenberg,ˈlɛktənbərg,lɛxtənbəʀk,Lechtenberg,Lechtenberg,0,-2.9565587000000004,0.999999701976776,1.0,loan
435,All languages,Hiester,Hiester,ˈhaɪɪstər,hɪstɐ,Hiester,Hiester,0,-3.4949657999999997,0.9999992847442628,1.0,loan
436,All languages,folklorism,Folklorismus,folklorism*,fɔlkloːʀɪsmuːs,folklorism,folklorism,3,-5.511701599999999,0.9396281838417052,0.6213116049766539,loan
437,All languages,thalweg,Thalweg,thalweg*,talveːk,thalweg,Thalweg,1,-5.777042400000001,0.9290563464164734,0.8973574042320251,loan
438,All languages,Krause,Krause,krɔs,kʀausə,frill,frill,0,-3.5113722999999997,0.999999463558197,1.0,loan
439,All languages,Berggruen,Berggrün,berggruen*,bəʀɡkʀyːn,Berggruen,Berggrün,2,-2.5544564999999997,0.9137996435165404,0.7911598086357117,loan
440,All languages,Umwelt,Umwelt,umwelt*,ʊmvɛlt,environment,environment,0,-3.5354300000000003,0.9999998211860656,1.0,loan
441,All languages,meerschaum,Meerschaum,meerschaum*,mɛʀʃaum,meerschaum,sea ​​foam,1,-4.766614,0.9309398531913756,0.8315162062644958,loan
442,All languages,Anschluss,Anschluss,ˈɑnʃlus,anʃlʊs,connection,connection,0,-4.8999120000000005,0.999999701976776,1.0,loan
443,All languages,allele,Allel,əˈlɛli,aleːl,allele,allele,2,-2.6279445,0.8868485689163208,0.7288942933082581,loan
444,All languages,Neuendorf,Neuendorf,ˈnuəndɔrf,noːyːəndɔʀf,Neuendorf,Neuendorf,0,-4.2804055,0.999999463558197,1.0,loan
445,All languages,zwischenschach,Zwischenschach,zwischenschach*,t͡sviːʃənʃɑːx,intermediate,intermediate check,1,-8.819606,0.9168921709060668,0.8127819895744324,loan
446,All languages,dulcian,Dulzian,dulcian*,dʊlt͡siːɑːn,dulcian,Dulzian,2,-4.214117,0.9236987233161926,0.7109865546226501,loan
447,All languages,Petter,Ludewig,ˈpɛtər,luːdeːviːk,Petter,Ludewig,7,-5.560097,0.8096659183502197,0.6427101492881775,loan
448,All languages,Antifa,Antifa,antifa*,antiːfɑː,Antifa,Antifa,0,-3.7120218,0.9999998211860656,1.0,loan
449,All languages,Menschanschauung,Menschanschauung,menschanschauung*,mənʃanʃauʊŋk,human view,human view,0,-13.509962,0.9999998807907104,1.0,loan
450,All languages,Uecker,Uecker,ˈʊkər,uːɛkɐ,Uecker,Uecker,0,-4.603346,0.9999998807907104,1.0,loan
451,All languages,arginine,Arginin,arginine*,aʀɡiːniːn,arginine,arginine,2,-3.1047559,0.9445067644119264,0.6353304982185364,loan
452,All languages,Engelken,Engelken,ˈɛŋgɪlkən,ənɡɛlkən,angels,angels,0,-7.0120735,0.9999995827674866,1.0,loan
453,All languages,stauchwall,Stauchwall,stauchwall*,ʃtaʊxval,stauchwall,Stauchwall,1,-3.2387216,0.9211142659187316,0.7669967412948608,loan
454,All languages,aufeis,Aufeis,aufeis*,aufais,on ice,On ice,1,-1.8160735000000001,0.8997447490692139,0.8534604907035828,loan
455,All languages,Römertopf,Römertopf,römertopf*,ʀøːməʀtoːp͡f,Römertopf,Römertopf,0,-2.9832103,0.9999998807907104,1.0,loan
456,All languages,homosexual,Homosexual,ˌhoʊmoʊˈsɛkʃuəl,hoːmoːsɛksuːɑːl,homosexual,Homosexual,1,-6.4360685,0.6934300065040588,0.6774787306785583,loan
457,All languages,triskeles,Triskeles,triskeles*,tʀɪskeːleːs,triskeles,Triskeles,1,-3.8288982000000003,0.951769471168518,0.8913663029670715,loan
458,All languages,apophenia,Apophänie,apophenia*,ɑːpoːfæːniːə,apophenia,Apophänie,3,-7.202418300000001,0.8933137655258179,0.5491812825202942,loan
459,All languages,Brennecke,Brennecke,ˈbrɛnɪk,pʀənnɛkə,Brennecke,Brennecke,0,-8.591426,0.9999997615814208,1.0,loan
460,All languages,Eichholz,Eiche,ˈaɪkhoʊlz,aixə,Oak wood,Oak,4,-4.069914,0.6846126317977905,0.7645369172096252,loan
461,All languages,vagile,vagil,vagile*,fɑːɡiːl,vagile,vagil,1,-2.034533,0.9429636597633362,0.7854055762290955,loan
462,All languages,boom,bummen,bum,bʊmən,boom,bummen,4,-4.552987,0.7944455742835999,0.7403503060340881,loan
463,All languages,biotin,Biotin,ˈbaɪətən,biːoːtiːn,biotin,Biotin,1,-2.3522923,0.9441714882850648,0.613825798034668,loan
464,All languages,allopathy,Allopathie,allopathy*,aloːpɑːtiːə,allopathy,Allopathie,3,-2.1454582,0.8190861344337463,0.6074693202972412,loan
465,All languages,Frauenfeld,Frauenfeld,frauenfeld*,fʀauənfɛlt,Frauenfeld,Frauenfeld,0,-3.0477366000000004,0.9999998211860656,1.0,loan
466,All languages,cytosine,Cytosin,cytosine*,kyːtoːsiːn,cytosine,Cytosin,2,-2.9463274,0.9497072696685792,0.7097161412239075,loan
467,All languages,frikadellen,Frikadellen,frikadellen*,fʀiːkɑːdɛlən,meatballs,meatballs,1,-3.407656,0.9204594492912292,0.8581897020339966,loan
468,All languages,wheedle,*wēþlōną,wheedle*,*veː̄þloː̄nɑː̨,wheedle,* wēþlōną,7,-0.22237583,0.805389940738678,0.5345923900604248,loan
469,All languages,alpenstocker,alpenstöcker,alpenstocker*,alpənstœkɐ,alpenstocker,alpenstöcker,1,-1.6215565,0.9660860896110536,0.7712116837501526,loan
470,All languages,neoteny,Neotenie,niˈɑtəni,neːoːtəniːə,neoteny,Neoteny,3,-5.203456,0.8668166995048523,0.6355060935020447,loan
471,All languages,Stieglitz,Stieglitz,ˈstiglɪts,ʃtiːɛkliːt͡s,Stieglitz,Stieglitz,0,-7.3771960000000005,0.9999998211860656,1.0,loan
472,All languages,ur-continent,Urkontinent,ur-continent*,ʊʀkɔntiːnənt,ur-continent,Urkontinent,3,-4.5649752999999995,0.8625615835189819,0.6889856457710266,loan
473,All languages,ergotamine,Ergotamin,ergotamine*,əʀɡoːtɑːmiːn,ergotamine,Ergotamine,2,-1.0733982,0.8716973066329956,0.6266646385192871,loan
474,All languages,Arklitten,Arklitten,arklitten*,aʀklɪtən,Arklitten,Arklitten,0,-3.3260012000000003,0.9999998807907104,0.9999991655349731,loan
475,All languages,Ferenț,Ferenc,ferent͡s,fɛrɛnt͡s,Ferenț,Ferenc,1,-2.7885234,0.8036299347877502,0.5280776619911194,loan
476,All languages,cetlui,csatolni,t͡ʃetlui,t͡ʃɒtolni,bind,to attach,4,-7.576998,0.853593647480011,0.6158972382545471,loan
477,All languages,Măcicășești,Macskás,mət͡ʃikəʃeʃti,mɒt͡ʃkaːʃ,Măcicăşeşti,Cat,9,-3.0685241000000003,0.756653368473053,0.6202082633972168,loan
478,All languages,Vașcău,Vaskoh,vaʃkəu,vɒʃkoh,Vaşcău,Vaskoh,4,-2.1393419999999996,0.8375194072723389,0.6943776607513428,loan
479,All languages,Cuzdrioara,Kozárvár,kuzdrioara,kozaːrvaːr,Cuzdrioara,Kozárvár,7,-6.1621766,0.8533332943916321,0.7270762324333191,loan
480,All languages,Oaș,Avas,oaʃ,ɒvɒʃ,Oas,Avas,3,-2.888233,0.7584633231163025,0.69200599193573,loan
481,All languages,iobag,jobbágy,iobaɡ,jobːaːɟ,iobag,serf,4,0.0726755,0.742819607257843,0.5597538948059082,loan
482,All languages,Derșida,Derzsida,derʃida,dɛrʒidɒ,Derşida,Dersida,2,-2.335777,0.9373084902763368,0.7818241119384766,loan
483,All languages,târnaț,tornác,tɨrnat͡s,tornaːt͡s,belabour,porch,3,-2.4369001,0.8557518124580383,0.6921467781066895,loan
484,All languages,Orosfaia,Oroszfája,orosfaia,orosfaːjɒ,Orosfaia,His lioness,3,-4.547955,0.9172731041908264,0.6592978835105896,loan
485,All languages,Otelec,Ótelek,otelek,oːtɛlɛk,The calf,Old food,2,-4.454413,0.879787266254425,0.8055250644683838,loan
486,All languages,Beregsău Mic,Berekszó,bereɡsəu mik,bɛrɛksoː,,Inquiry,7,-2.4848779999999997,0.8577638268470764,0.6439934372901917,loan
487,All languages,vig,vég,viɡ,veːɡ,vig,end,1,-0.9633620999999999,0.7553691267967224,0.5505271553993225,loan
488,All languages,Toboș,Dobos,toboʃ,doboʃ,Toboș,Drummer,2,-1.3652948,0.8816198706626892,0.6817943453788757,loan
489,All languages,Roua,Rava,roua,rɒvɒ,Dew,Rava,2,-2.141411,0.7814506292343141,0.7836207151412964,loan
490,All languages,Chileni,Kilyén,kileni,kijeːn,Chileni,Kilyén,5,-4.7559657,0.8524838089942932,0.6809539794921875,loan
491,All languages,Chintelnic,Kentelke,kintelnik,kɛntɛlkɛ,Chintelnic,Kentelke,6,-0.8877763000000001,0.90485417842865,0.7009860873222351,loan
492,All languages,Frențiu,Ferenc,frent͡siu,fɛrɛnt͡s,Frenţiu,Ferenc,4,-1.5464145,0.8401374220848083,0.5950541496276855,loan
493,All languages,țintirim,cinterem,t͡sintirim,t͡sintɛrɛm,we aim,cine,3,-5.837903,0.8934812545776367,0.7933651208877563,loan
494,All languages,Cubulcut,Köbölkút,kubulkut,købølkuːt,Cubulcut,Cube well,5,-1.7829471999999997,0.8736746311187744,0.6387459635734558,loan
495,All languages,Grințieș,gerinces,ɡrint͡sieʃ,ɡɛrint͡sɛʃ,Grinţieş,vertebrate,5,-4.0319905,0.6591363549232483,0.7222680449485779,loan
496,All languages,Feniș,Fényes,feniʃ,feːɲɛʃ,Feniș,Bright,4,-0.6291563,0.8430134654045105,0.746193528175354,loan
497,All languages,lacăt,lakat,lakət,lɒkɒt,lock,elbow,2,-1.5788858000000001,0.8788613677024841,0.631796658039093,loan
498,All languages,Jdioara,Zsidóvár,ʒdioara,ʒidoːvaːr,Jdioara,Jewish castle,7,-2.3156817000000003,0.8028743863105774,0.6836736798286438,loan
499,All languages,Nicula,Mikola,nikula,mikolɒ,Nicula,Mikola,3,-4.201499,0.9088406562805176,0.7746519446372986,loan
500,All languages,Andrid,Endréd,andrid,ɛndreːd,Android,Endred,2,-3.2039967000000003,0.833591103553772,0.7469173669815063,loan
501,All languages,berc,berek,berk,bɛrɛk,cradle,themselves,2,-2.1496958999999998,0.8585753440856934,0.8217595219612122,loan
502,All languages,Chiriș,Kőris,kiriʃ,køːriʃ,Chiriș,Ash,4,-1.4541385,0.7899903655052185,0.7247786521911621,loan
503,All languages,sudui,szidni,sudui,sidni,Far away,scold,3,-2.2620763999999998,0.8417502641677856,0.6229123473167419,loan
504,All languages,chinez,kenéz,kinez,kɛneːz,Chinese,anointed,4,-1.3856694,0.8505590558052063,0.6963430047035217,loan
505,All languages,Micloșoara,Miklósvár,mikloʃoara,mikloːʃvaːr,Micloşoara,Miklósvár,6,-7.5560284,0.8197453618049622,0.5816463828086853,loan
506,All languages,pârcălab,porkoláb,pɨrkəlab,porkolaːb,Parcalab,tips,4,-3.5764275000000003,0.9092742800712584,0.8015832901000977,loan
507,All languages,Verșești,Veres,verʃeʃti,vɛrɛʃ,Verşeşti,Veres,4,-3.5646467000000004,0.8074712753295898,0.684886634349823,loan
508,All languages,Ileș,Illés,ileʃ,ilːeːʃ,Ileș,Elijah,3,-0.936507,0.8661020398139954,0.588757336139679,loan
509,All languages,Rugănești,Rugon,ruɡəneʃti,ruɡon,Ruganesti,Rougon,5,-9.89756,0.7741826772689819,0.7579774856567383,loan
510,All languages,Starchiojd,kövesd,starkioʒd,køvɛʃd,Starchiojd,follow,9,-6.924398399999999,0.8572708368301392,0.6948137283325195,loan
511,All languages,Nandra,Nándor,nandra,naːndor,Nandra,Nándor,3,-2.2702777000000003,0.6328656077384949,0.7321280837059021,loan
512,All languages,Biușa,Bősháza,biuʃa,bøːʃhaːzɒ,Biuşa,Her home,5,-0.6997616999999999,0.8696686625480652,0.6684231758117676,loan
513,All languages,hibă,hiba,hibə,hibɒ,glitch,fault,1,-2.0018713,0.887772798538208,0.5835466980934143,loan
514,All languages,Horlacea,Hortlaka,horlat͡ʃea,hortlɒkɒ,Horlacea,Hortlaka,3,-2.9616293999999996,0.8789319396018982,0.7884231805801392,loan
515,All languages,Virismort,Vörösmart,virismort,vørøʃmɒrt,Virismort,Red March,3,-5.241531,0.8618200421333313,0.6661510467529297,loan
516,All languages,Secaș,Székás,sekaʃ,seːkaːʃ,Secas,Chaired,5,0.55805314,0.8672370910644531,0.5178386569023132,loan
517,All languages,firiz,fürész,firiz,fyreːs,Firoz,saw,3,-3.8038445,0.8439412713050842,0.5935340523719788,loan
518,All languages,Moacșa,Maksa,moakʃa,mɒkʃɒ,Moacșa,Pay,3,-6.82971,0.8142497539520264,0.7384114265441895,loan
519,All languages,Gepiu,Gyapjú,d͡ʒepiu,ɟɒpjuː,Gepiu,Wool,4,-0.33377764,0.881438672542572,0.6684218049049377,loan
520,All languages,Feneș,Fényes,feneʃ,feːɲɛʃ,Feneş,Bright,3,-1.2644211,0.8082818984985352,0.6630077362060547,loan
521,All languages,Sălsig,Szélszeg,səlsiɡ,seːlsɛɡ,Salsig,Edge,4,-1.4051361999999998,0.8533952236175537,0.7438302636146545,loan
522,All languages,matahală,mátoha,matahalə,maːtohɒ,bugbear,cool,4,-3.5313015,0.9199641346931458,0.7569981217384338,loan
523,All languages,Orțișoara,Orczyvár,ort͡siʃoara,ort͡szivaːr,Ortisoara,Orczyvár,6,-3.4304664,0.8528640270233154,0.7763646245002747,loan
524,All languages,Hațeg,Hátszeg,hat͡seɡ,haːtsɛɡ,Haţeg,Back nail,4,-3.8724870000000005,0.9084888696670532,0.8666293621063232,loan
525,All languages,Chiraleu,Királyi,kiraleu,kiraːji,Chiraleu,Royal,5,-0.7498526,0.8510343432426453,0.8484160304069519,loan
526,All languages,Băgara,Bogár,bəɡara,boɡaːr,thrust,Beetle,3,-1.0054718,0.8719136118888855,0.6003695130348206,loan
527,All languages,Boldijar,Boldizsár,boldiʒar,boldiʒaːr,Boldeijer,Boldizsár,3,-2.1198392000000004,0.9082215428352356,0.7660952210426331,loan
528,All languages,Carastelec,Kárásztelek,karastelek,kaːraːstɛlɛk,Carastelec,I cast you out,5,0.03641295,0.8583489656448364,0.7428510189056396,loan
529,All languages,Carei,Károly,karei,kaːroj,whose,Charles,5,-0.6513485999999999,0.8950828313827515,0.5490144491195679,loan
530,All languages,țel,cél,t͡sel,t͡seːl,goal,Target,2,-1.1161565,0.8761724233627319,0.6071703433990479,loan
531,All languages,Seleși,Szélesi,seleʃi,seːlɛʃi,Seles,Wide,3,-2.4723995,0.8537531495094299,0.7415941953659058,loan
532,All languages,Muncaciu,Munkácsy,munkat͡ʃiu,munkaːt͡ʃi,Work,Munkácsy,4,-3.1230957999999998,0.8478643894195557,0.7969173192977905,loan
533,All languages,Giroc,Gyorok,d͡ʒirok,ɟorok,GIROCULUI,Fast,3,-0.81185454,0.7318755388259888,0.6950114965438843,loan
534,All languages,Forăști,Forró,forəʃti,forːoː,Forasti,Hot,4,-6.925338000000001,0.8184154629707336,0.7032023668289185,loan
535,All languages,Răcătău,*Rakató,rəkətəu,*rɒkɒtoː,It was cold,* Loader,6,0.2287507,0.8778285384178162,0.6310199499130249,loan
536,All languages,Țengheler,Cengellér,t͡senɡeler,t͡sɛnɡɛlːeːr,Țengheler,Cengellér,4,-5.9225449999999995,0.8789768218994141,0.8542241454124451,loan
537,All languages,Uilac,Újlak,uilak,uːjlɒk,Uilac,I'm new,3,-0.21540225,0.8738428354263306,0.6187309622764587,loan
538,All languages,Căptălan,Káptalan,kəptəlan,kaːptɒlɒn,Butterbur,Chapter,3,-3.2024746,0.7032644748687744,0.622398316860199,loan
539,All languages,Sărăuad,Szarvad,sərəuad,sɒrvɒd,Kissing,Deer,4,-1.4389108,0.8179394006729126,0.7113555073738098,loan
540,All languages,arțag,harcag,art͡saɡ,hɒrt͡sɒɡ,arțag,harcag,2,-6.727375500000001,0.905930995941162,0.7053739428520203,loan
541,All languages,Indrei,Endre,indrei,ɛndrɛ,Indrei,Change,2,-0.7044904000000001,0.8857799172401428,0.6505435705184937,loan
542,All languages,foișor,folyosó,foiʃor,fojoʃoː,pavilion,corridor,4,-7.933167,0.8689966201782227,0.5992427468299866,loan
543,All languages,Cerghid,Cserked,t͡ʃerɡid,t͡ʃɛrkɛd,Cerghid,Circling,4,-2.6424967999999995,0.8422318696975708,0.6466274261474609,loan
544,All languages,anchois,anchoia,anxɔjs,ɑ̃ʃwaja,anchovy,anchoia,1,-3.6770678,0.9352566599845886,0.7573909163475037,loan
545,All languages,kropierz,croupière,krɔpjɛʂ,kʀupjə̀ʀ,sprinkle,croupier,4,-2.410269,0.7395271062850952,0.7809368968009949,loan
546,All languages,genialny,génial,ɡɛɲalnɨ,ʒenjal,brilliant,awesome,3,-5.421389,0.8855924606323242,0.656659722328186,loan
547,All languages,guwerner,gouverneur,ɡuvɛrnɛr,ɡuvɛʀnœʀ,guwerner,governor,3,0.5933104,0.5176557302474976,0.5512003898620605,loan
548,All languages,kawior,caviar,kavjɔr,kavjaʀ,caviar,caviar,3,-1.2115823000000001,0.8905171751976013,0.7432384490966797,loan
549,All languages,bakarat,baccara,bakarat,bakkaʀa,Bakrat,baccarat,3,-5.043028,0.8945358991622925,0.7640835046768188,loan
550,All languages,propozycja,proposition,prɔpɔzɨt͡sja,pʀɔpɔzisjɔ̃,proposal,proposition,6,-2.048684,0.7270085215568542,0.6131541728973389,loan
551,All languages,ewaluacja,évaluation,ɛvaluat͡sja,evalɥasjɔ̃,evaluation,Evaluation,6,0.99796325,0.9219475388526917,0.5066921710968018,loan
552,All languages,angelizm,angélisme,anɡɛlizm,ɑ̃ʒelism,angelism,angelism,3,-1.6162564,0.9137695431709291,0.6887337565422058,loan
553,All languages,indywidualizacja,individualisation,indɨvidualizat͡sja,ɛ̃dividɥalizasjɔ̃,individualization,individualization,7,-20.8291,0.8359352946281433,0.5592077970504761,loan
554,All languages,kryptonim,cryptonyme,krɨptɔɲim,kʀiptɔnim,code name,cryptonyme,3,-2.7136521,0.9341593980789183,0.7973636388778687,loan
555,All languages,fleksja,flexion,flɛksja,flɛksjɔ̃,flex,flexion,4,-2.3425498,0.8642255067825317,0.5323536396026611,loan
