,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
3458,mövsüm,مَوْسِم,mœvsym,mَuːْsِm,season,season,0.625,0.3333333333333333,0.3368055555555556,0.3680555555555555,2.7916666666666665,0.3680555555555555,7,-3.5888543,0.8035591999999999,0.7151948,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3511,niyyət,نِيَّة,nɪjjæt,nِiːَّt,intention,intention,0.7142857142857143,0.5,0.4618055555555556,0.5138888888888888,3.75,0.5138888888888888,6,-2.049719,0.7873033,0.6025924,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3550,şöbə,شُعْبَة,ʃœbæ,ʃُʕْbَt,department,Section,0.7142857142857143,0.5,0.1614583333333333,0.1875,4.15625,0.1614583333333333,7,-2.7254581,0.8760294,0.56402373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3575,tac,تَاج,tɑd͡ʒ,tَaːd͡ʒ,tac,Crown,0.4285714285714285,0.0,0.0347222222222222,0.0416666666666666,0.4166666666666667,0.0347222222222222,4,-3.311633,0.85831875,0.74744195,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3576,əsas,أَسَاس,æsɑs,aَٔsَaːs,basic,Basis,0.75,0.0,0.0260416666666666,0.03125,0.3125,0.0260416666666666,6,-3.4487333,0.70356375,0.8163116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3594,əzab,عَذَاب,æzɑb,ʕَðَaːb,torment,torment,0.8571428571428571,0.25,0.0885416666666666,0.1041666666666666,2.09375,0.0885416666666666,6,-3.8376502999999995,0.74038905,0.6172982,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3624,mühərrik,مُحَرِّك,myhærrɪk,mُħَrِّk,engine,engine,0.625,0.625,0.4557291666666667,0.515625,4.0,0.515625,8,-2.2158154999999997,0.8169491999999999,0.6464008000000001,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3631,əmin,أَمِين,æmɪn,aَٔmِiːn,sure,Trustworthy,0.75,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,6,-4.698689,0.7913125,0.6820835,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3645,sünbül,سُنْبُل,synbyl,sُnْbُl,spike,spikes,0.4285714285714285,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,7,-4.791786,0.8597558000000001,0.6809213000000001,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3647,istiqlal,اِسْتِقْلَال,ɪstɪɡlɑl,aِsْtِqْlَaːl,independence,independence,0.6923076923076923,0.125,0.1510416666666666,0.1666666666666666,1.3125,0.1640625,12,-7.2321186,0.57417023,0.35845074,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3677,ibrani,عِبْرَانِيّ,ɪbrɑnɪ,ʕِbْrَaːnِiːّ,The Hebrew,Hebrew,0.7692307692307693,0.1666666666666666,0.0798611111111111,0.0902777777777777,1.6458333333333333,0.0798611111111111,11,-5.2475767,0.9016235,0.5176852,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3701,həqiqətən,حَقِيقَةً,hæɡɪɡætæn,ħَqِiːqَtً,really,Reality,1.0,0.5555555555555556,0.4421296296296296,0.4861111111111111,3.8055555555555554,0.4861111111111111,9,-5.534228,0.7661061,0.6763066999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3750,din,دِين,dɪn,dِiːn,from,دين,0.6,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,4,-4.4606285,0.89136827,0.7936121,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3760,faciə,فَاجِعَة‎,fɑd͡ʒɪæ,fَaːd͡ʒِʕَt‎,tragedy,calamity,0.6666666666666666,0.4,0.15,0.175,3.575,0.15,9,-2.2607369999999998,0.76155174,0.5097335999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3774,səhra,صَحْرَاء,sæhrɑ,sˤَħْrَaːʔ,desert,desert,0.8,0.6,0.2375,0.3083333333333333,3.95,0.2375,8,-2.592492,0.795535,0.44204158,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3790,cəhənnəm,جَهَنَّم,d͡ʒæhænnæm,d͡ʒَhَnَّm,hell,hell,0.4,0.5,0.4505208333333333,0.5,3.625,0.5,8,-6.837784,0.9018185999999999,0.6670216999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
3841,薩威稜帖,sovereignty,saweileŋtʰie,ˈsɑvrənti,Savillontie,sovereignty,0.8333333333333334,0.3636363636363636,0.3106060606060606,0.3560606060606061,3.022727272727273,0.3390151515151515,11,-8.227523,0.23414263,0.44250079999999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3932,華法林,warfarin,xuafalin,warfarin*,Warfarin,warfarin,0.5555555555555556,0.25,0.1015625,0.1302083333333333,1.90625,0.1015625,8,-3.7671995000000003,0.87962264,0.40821114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3935,咪唑,imidazole,mit͡suo,imidazole*,imidazole,imidazole,0.8,0.5555555555555556,0.4305555555555556,0.4722222222222221,3.5277777777777777,0.4722222222222221,9,-12.289053,0.82218885,0.6629170999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3972,可待因,codeine,kʰetaiin,codeine*,codeine,codeine,1.0,0.4285714285714285,0.11904761904761901,0.1369047619047619,2.2857142857142856,0.11904761904761901,7,-5.992675,0.8500665000000001,0.5535134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4072,布丁,pudding,putiŋ,ˈpʊdɪŋ,pudding,pudding,0.6666666666666666,0.0,0.0333333333333333,0.0333333333333333,0.25,0.0333333333333333,7,-1.3980013999999998,0.85307884,0.13925081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4089,米兔,me too,mitʰu,mi tu,Rice Rabbit,me too,0.4,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,6,-4.6593237,0.6597979,0.39393103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4092,蓋茨,Gates,kait͡sʰi,geɪts,Gates,Gates,0.75,0.6,0.275,0.3083333333333333,3.3,0.2958333333333333,5,-0.86434925,0.8153974,0.62424445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4110,奎寧,quinine,kʰueiniŋ,kˈwaɪˌnaɪn,Quinine,quinine,0.8,0.25,0.1666666666666666,0.1875,1.625,0.1796875,7,-6.5980506,0.8034427,0.6474626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4118,好市圍,Hurstville,xaoʂɻ̩wei,hurstville*,Haoshi Wai,Hurstville,0.9090909090909092,0.5,0.3124999999999999,0.3458333333333333,4.0125,0.3291666666666666,10,-10.071238000000001,0.62279165,0.6454255999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4130,西敏,Westminster,ɕimin,ˌwɛstˈmɪnstər,Westminster,Westminster,0.8461538461538461,0.6363636363636364,0.5340909090909091,0.5909090909090909,4.579545454545454,0.5890151515151515,11,-19.042289999999998,0.8437648999999999,0.43579283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4161,塔斯馬尼亞,Tasmania,tʰasimanija,ˌtæzˈmeɪniə,Tasmania,Tasmania,0.8181818181818182,0.3,0.1770833333333333,0.1958333333333333,2.35,0.1875,8,-3.536693,0.8229538000000001,0.6194425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4163,卡塔爾,Qatar,kʰatʰaɻ̩,ˌkəˈtɑr,Qatar,Qatar,0.875,0.2,0.0958333333333333,0.1166666666666666,1.6,0.0958333333333333,5,-1.5029135,0.73969525,0.5352585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4171,巴拉圭,Paraguay,palakuei,ˈpɛrəgˌweɪ,Paraguay,Paraguay,0.8,0.25,0.1692708333333333,0.1979166666666666,1.671875,0.1822916666666666,8,-4.094455,0.7982494000000001,0.59244466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4182,哈佬,hello,xalao,hɛˈloʊ,Hello,hello,0.8333333333333334,0.2,0.0833333333333333,0.0833333333333333,1.2,0.0833333333333333,5,-1.9280765,0.8672882,0.4075011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4186,方棚,transformer,faŋpʰeŋ,trænsˈfɔrmər,Square shelf,transformer,1.0,0.6363636363636364,0.4602272727272726,0.5303030303030303,4.113636363636363,0.5227272727272727,11,-15.449104,0.7468138000000001,0.5595624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4201,印度尼西亞,Indonesia,intuniɕija,ˌɪndoʊˈniʒə,Indonesia,Indonesia,0.8181818181818182,0.3,0.1854166666666666,0.1958333333333333,2.1875,0.19375,9,-1.0950705,0.67804885,0.6317449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4216,木斯里,muesli,musili,muesli*,Musli,muesli,0.4285714285714285,0.3333333333333333,0.0972222222222222,0.1180555555555555,2.4166666666666665,0.0972222222222222,6,-3.221282,0.69551545,0.36912984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4232,紐芬蘭,Newfoundland,nioufenlan,ˈnufəndlənd,Newfoundland,Newfoundland,0.6363636363636364,0.4,0.1999999999999999,0.2291666666666666,3.1,0.1999999999999999,12,-2.8639212000000005,0.66410214,0.61640173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4235,曼克頓,Manhattan,mankʰetun,mænˈhætən,Manhattan,Manhattan,0.5555555555555556,0.125,0.0520833333333333,0.0520833333333333,0.8125,0.0520833333333333,9,-4.1535788,0.7033478,0.43947744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4264,果占,jam,kuoʈ͡ʂan,ʤæm,fruit,jam,1.0,0.8333333333333334,0.6076388888888888,0.6875,5.020833333333333,0.6840277777777778,3,-7.7863793,0.5725463000000001,0.42192838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4278,巴布爾,Babur,papuɻ̩,babur*,Babur,Babur,0.6666666666666666,0.2,0.0583333333333333,0.075,1.2,0.0583333333333333,5,-1.2801044,0.58218473,0.6218494999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4283,盎司,ounce,aŋsi,aʊns,ounce,ounce,0.75,0.5,0.1822916666666666,0.2083333333333333,4.15625,0.1822916666666666,5,-6.803658500000001,0.7991619000000001,0.63394946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4287,塔崩,tabun,tʰapeŋ,tabun*,Tabun,tabun,0.8333333333333334,0.0,0.0875,0.0916666666666666,0.925,0.0875,5,-3.1316607000000003,0.8307107,0.75911444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4343,明尼阿波利斯,Minneapolis,miŋniapuolisi,ˌmɪniˈæpəlɪs,Minneapolis,Minneapolis,0.6923076923076923,0.2307692307692307,0.21955128205128197,0.2435897435897436,1.7692307692307692,0.2435897435897436,11,-7.6210059999999995,0.858237,0.37523520000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4349,拓都,total,tʰuotu,ˈtoʊtəl,Takuto,total,0.8571428571428571,0.1666666666666666,0.2152777777777777,0.2291666666666666,1.8333333333333333,0.2291666666666666,5,-2.3387897,0.76727,0.5648885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4366,盧旺達,Rwanda,luwaŋta,ˌruˈɑndə,Rwanda,Rwanda,0.875,0.1428571428571428,0.2053571428571428,0.23809523809523803,1.875,0.2202380952380952,6,-3.789679,0.7468465,0.6262926999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4373,喹啉,quinoline,kʰueilin,quinoline*,quinoline,quinoline,0.7,0.2222222222222222,0.2291666666666666,0.25,1.9166666666666667,0.25,9,-5.923298,0.6600307,0.542906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4408,保齡,bowling,paoliŋ,ˈboʊlɪŋ,bowling,bowling,0.5714285714285714,0.0,0.0486111111111111,0.0486111111111111,0.4583333333333333,0.0486111111111111,7,-4.3512535,0.82614815,0.029708866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4427,拷貝,copy,kʰaopei,ˈkɑpi,copy,copy,0.7142857142857143,0.3333333333333333,0.3159722222222222,0.3541666666666667,2.583333333333333,0.3506944444444445,4,-6.499092,0.7139802,0.5784613000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4451,忌廉芝士,cream cheese,t͡ɕilianʈ͡ʂɻ̩ʂɻ̩,krim ʧiz,cream cheese,cream cheese,0.9375,0.5,0.4166666666666667,0.4791666666666667,3.55,0.4604166666666666,12,-7.369922,0.80215335,0.39296588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4536,恰恰,cha-cha,t͡ɕʰiat͡ɕʰia,cha-cha*,precisely,Cha Cha dance,0.9166666666666666,0.6666666666666666,0.1180555555555555,0.1388888888888888,2.1666666666666665,0.1180555555555555,7,-11.407916,0.7956215999999999,0.6886335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4543,哈嘍,hello,xalou,hɛˈloʊ,hello,hello,0.6666666666666666,0.2,0.0583333333333333,0.0583333333333333,0.9,0.0583333333333333,5,-2.6867352,0.7603975000000001,0.6929781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4550,柴可夫斯基,Tchaikovsky,ʈ͡ʂʰaikʰefusit͡ɕi,ˌʧeɪˈkɑvski,Tchaikovsky,Tchaikovsky,0.8235294117647058,0.2727272727272727,0.2784090909090909,0.3143939393939394,2.352272727272727,0.3106060606060606,11,-13.323063000000001,0.77070594,0.52725434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4578,托拉斯,trust,tʰuolasi,trəst,trust,trust,0.75,0.4285714285714285,0.3482142857142857,0.3988095238095238,3.75,0.3779761904761905,5,-1.7573604999999999,0.6187312,0.8167156999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4579,吖嗪,azine,at͡ɕʰin,azine*,azine,Asia,0.8571428571428571,0.4,0.2375,0.2583333333333333,2.1,0.2583333333333333,5,-12.519489,0.834041,0.5191083,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4593,哈羅,hello,xaluo,hɛˈloʊ,Harrow,hello,0.8333333333333334,0.2,0.0749999999999999,0.0749999999999999,1.1,0.0749999999999999,5,-1.9344339,0.6261587,0.68042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4598,魂克,funk,xunkʰe,fəŋk,Hunk,funk,0.8333333333333334,0.4,0.2958333333333333,0.325,2.7,0.3166666666666666,4,-1.558569,0.7558138000000001,0.5095826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4625,當機,down,taŋt͡ɕi,daʊn,crash,down,0.8571428571428571,0.6,0.2958333333333333,0.325,3.675,0.3166666666666667,4,-7.3906092999999995,0.5474041999999999,0.6473038000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4634,奧林匹克,Olympic,aolinpʰikʰe,oʊˈlɪmpɪk,Olympic,Olympic,0.8181818181818182,0.2222222222222222,0.1527777777777778,0.1666666666666666,1.2916666666666667,0.1643518518518518,7,-3.4079697,0.65919125,0.47060290000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4644,免治,mince,wenʈ͡ʂɻ̩,mɪns,Immunity,mince,0.875,0.6,0.2875,0.3166666666666666,3.25,0.3125,5,-7.135232000000001,0.760107,0.5924893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4671,加德滿都,Kathmandu,t͡ɕiatemantu,kathmandu*,Kathmandu,Kathmandu,0.5833333333333334,0.2,0.125,0.1416666666666666,1.375,0.1354166666666666,9,-14.53101,0.8858533000000002,0.48439646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4684,那不勒斯,Naples,napulesi,ˈneɪpəlz,Naples,Naples,0.875,0.375,0.2317708333333333,0.2552083333333333,3.03125,0.2447916666666666,6,-0.9032947,0.68507016,0.20244254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4695,巧克力,chocolate,t͡ɕʰiaokʰeli,ˈʧɔklət,chocolate,chocolate,0.9166666666666666,0.625,0.4557291666666666,0.515625,4.75,0.4921874999999999,9,-5.6443395999999995,0.6964553000000001,0.51682144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4752,吲唑,indazole,int͡suo,indazole*,Indazole,indazole,0.7777777777777778,0.5,0.3723958333333333,0.40625,3.0625,0.40625,8,-4.423003,0.79054785,0.74446565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4783,金氏,Guinness,t͡ɕinʂɻ̩,ˈgɪnəs,Kim's,Guinness,0.875,0.6,0.2958333333333333,0.325,4.4,0.3125,8,-4.560172000000001,0.8269274999999999,0.524551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4805,Ökumenopolis,œcumenopolis,øːkuːmənoːpoːliːs,œkymənɔpɔli,Ecumenical Police,œcumenopolis,0.5882352941176471,0.0833333333333333,0.1076388888888888,0.1145833333333333,0.9166666666666666,0.1145833333333333,2,-9.807032000000001,0.94799376,0.78281283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4822,Bambule,bamboula,bambuːlə,bɑ̃bula,Reveal them,bamboula,0.5,0.1428571428571428,0.1666666666666666,0.1845238095238095,1.4642857142857142,0.18154761904761899,3,-2.5742714,0.9214699000000001,0.66441846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4827,Fabrikant,fabriquant,fapʀiːkant,fabʀikɑ̃,Manufacturer,manufacturer,0.5,0.2222222222222222,0.22453703703703698,0.2453703703703703,1.8333333333333333,0.2430555555555555,3,-1.6536794999999997,0.8812385,0.8385923000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4889,kommerziell,commercial,kɔməʀt͡sɪl,kɔmɛʀsjal,commercial,commercial,0.5,0.2222222222222222,0.1226851851851851,0.1388888888888889,1.1666666666666667,0.1342592592592592,4,-9.794825,0.62409973,0.6680716999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4899,agacieren,agacer,ɑːɡɑːkiːʀən,aɡazəʀ,agitate,annoy,0.8181818181818182,0.375,0.3072916666666666,0.3385416666666667,2.765625,0.3307291666666666,3,-2.6033242000000003,0.8914148999999999,0.74335694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4918,Persiflage,persiflage,pəʀsɪflɑːɡə,pɛʀsiflaʒ,persiflage,persiflage,0.5454545454545454,0.2,0.1270833333333333,0.1416666666666666,1.1875,0.1375,1,-8.402612,0.876042,0.9048759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4954,Hennin,hennin,hənniːn,ɑnɛ̃,Hennin,hennin,0.8571428571428571,0.5,0.4999999999999999,0.548611111111111,4.083333333333333,0.545138888888889,1,-5.1085477,0.8557364,0.7802795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5000,Garantie,garantie,ɡɑːʀantiːə,ɡaʀɑ̃ti,Guarantee,guarantee,0.6,0.25,0.2578125,0.2864583333333333,2.1875,0.28125,1,-4.371564,0.8337022,0.6047603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5028,Imagination,imagination,iːmɑːɡiːnɑːt͡siːoːn,imaʒinasjɔ̃,Imagination,imagination,0.7368421052631579,0.3636363636363636,0.1571969696969697,0.1742424242424242,1.7272727272727273,0.1647727272727272,1,-9.266919,0.72249955,0.67413837,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5064,Selen,sélénium,zeːlən,selenjœ̃,Selenium,selenium,0.75,0.2857142857142857,0.2797619047619047,0.3095238095238096,2.2857142857142856,0.3095238095238096,6,-11.721797,0.9208649,0.44493172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5074,Praliné,praliner,pʀɑːliːneː́,pʀalinəʀ,Praline,pralines,0.5454545454545454,0.125,0.1432291666666666,0.1614583333333333,1.28125,0.1588541666666666,3,-3.8834855999999998,0.6139095999999999,0.6574075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5091,Contenance,contenance,kɔntənaŋkə,kɔ̃tənɑ̃s,Capacity,capacity,0.5,0.4,0.3083333333333333,0.3416666666666667,2.6625,0.3375,1,-3.5322056000000006,0.70103395,0.7385614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5146,diaphan,diaphane,diːɑːfɑːn,djafan,diaphan,diaphanous,0.6666666666666666,0.1666666666666666,0.0555555555555555,0.0694444444444444,0.8958333333333334,0.0555555555555555,1,-3.191245,0.84010386,0.59288913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5156,intellektuell,intellectuel,ɪntɛlɛktuːɛl,ɛ̃tɛlɛktyl,intellectual,intellectual,0.4166666666666667,0.1818181818181818,0.1799242424242424,0.1969696969696969,1.5,0.1969696969696969,2,-8.250891000000001,0.8862177,0.7996196999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5209,Chauvinist,chauviniste,xaufiːnɪst,ʃovinist,Chauvinist,chauvinist,0.6,0.2222222222222222,0.1388888888888889,0.1527777777777778,1.2083333333333333,0.1504629629629629,2,-8.96604,0.7727906999999999,0.71261317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5367,Instrukteur,instructeur,ɪnstʀʊktoːyːʀ,ɛ̃stʀyktœʀ,Instructor,instructor,0.5384615384615384,0.1818181818181818,0.1950757575757576,0.2121212121212121,1.6363636363636365,0.2121212121212121,2,-4.510644,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5447,Barrikade,barricade,baʀiːkɑːdə,baʀʀikad,Barricade,barricade,0.5,0.25,0.1979166666666666,0.234375,2.03125,0.1979166666666666,2,-6.866783,0.7345458,0.70090365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5449,formidabel,formidable,fɔʀmiːdɑːbeːl,fɔʀmidabl,formidable,formidable,0.3846153846153846,0.1,0.1041666666666666,0.1166666666666666,0.9,0.1145833333333333,2,-3.1184877999999996,0.8754741,0.67491025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5465,Ampere,strong,ampəʀə,stʀɔ̃ɡ,Ampere,strong,1.0,0.8333333333333334,0.3159722222222222,0.3611111111111111,4.770833333333333,0.3333333333333333,6,-9.368074,0.8630411,0.36537266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5502,arriviert,arriver,aʀiːfɪʀt,aʀʀivəʀ,arriviert,arrive,0.625,0.2857142857142857,0.1845238095238095,0.2261904761904761,2.3214285714285716,0.1845238095238095,2,-5.3636074,0.65713257,0.6036147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5529,Intendant,intendant,ɪntəndant,ɛ̃tɑ̃dɑ̃,Steward,steward,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.4861111111111111,3.638888888888889,0.4814814814814814,1,-6.4450307,0.8981463,0.8021334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
5677,Spontaneität,spontanéité,ʃpɔntɑːnaitæːt,spɔ̃taneite,spontaneity,spontaneity,0.5714285714285714,0.1666666666666666,0.1822916666666666,0.1979166666666666,1.5416666666666667,0.1961805555555555,4,-2.9213188,0.8481278,0.6139319000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
