loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
welocyped,vélo-café,vɛlɔt͡sɨpɛt,velɔ-kafe,welocyped,coffee bike,0.7272727272727273,0.1111111111111111,0.1574074074074073,0.1712962962962962,1.4444444444444444,0.1666666666666666,7,Latin,Latin,hard_negative
welur,balayer,vɛlur,baləʀ,velvet,to sweep up,0.8,0.0,0.0958333333333333,0.1166666666666666,1.1,0.0958333333333333,5,Latin,Latin,hard_negative
wentylator,factoriser,vɛntɨlatɔr,faktɔʀizəʀ,fan,factoriser,0.9,0.1,0.1145833333333333,0.1291666666666666,1.4125,0.1145833333333333,8,Latin,Latin,hard_negative
wentylować,anaérobique,vɛntɨlɔvat͡ɕ,anaeʀɔbik,ventilate,anaerobic,0.8333333333333334,0.2,0.1937499999999999,0.2166666666666666,2.3875,0.2020833333333333,10,Latin,Latin,hard_negative
weranda,ballon d'essai,vɛranda,balɔn d'ɛs,veranda,trial balloon,0.8,0.125,0.1796875,0.203125,1.640625,0.1901041666666666,11,Latin,Latin,hard_negative
werbalizować,péché philosophique,vɛrbalizɔvat͡ɕ,peʃe filɔzɔfik,verbalize,philosophical sin,0.8571428571428571,0.1538461538461538,0.1474358974358974,0.1666666666666666,1.5288461538461535,0.1554487179487179,17,Latin,Latin,hard_negative
wernisaż,baladeuse,vɛrɲisaʂ,baladœz,opening,hand lamp,1.0,0.125,0.1927083333333333,0.2187499999999999,1.859375,0.2057291666666666,9,Latin,Latin,hard_negative
werset,Belsunce,vɛrsɛt,bɛlsœ̃s,verse,Belsunce,0.7142857142857143,0.0,0.0520833333333333,0.0694444444444444,0.7708333333333334,0.0520833333333333,6,Latin,Latin,hard_negative
wersja,filtré,vɛrsja,filtʀe,version,filtered,1.0,0.0,0.0798611111111111,0.0972222222222222,1.2083333333333333,0.0798611111111111,6,Latin,Latin,hard_negative
wersyfikacja,falsification,vɛrsɨfikat͡sja,falsifikasjɔ̃,versification,falsification,0.5714285714285714,0.0833333333333333,0.0486111111111111,0.0555555555555555,0.5625,0.0486111111111111,9,Latin,Latin,hard_negative
wertykalny,bourgeonnant,vɛrtɨkalnɨ,buʀʒəɔnɑ̃,vertical,budding,1.0,0.2,0.28125,0.3125,2.6,0.3,10,Latin,Latin,hard_negative
werwa,barbet,vɛrva,baʀbɛ,werwa,barbet,1.0,0.0,0.0916666666666666,0.1166666666666666,1.125,0.0916666666666666,5,Latin,Latin,hard_negative
weryfikacja,falsification,vɛrɨfikat͡sja,falsifikasjɔ̃,verification,falsification,0.6923076923076923,0.1666666666666666,0.1249999999999999,0.1388888888888889,1.1666666666666667,0.1319444444444444,10,Latin,Latin,hard_negative
Wientian,avion de ligne,vjɛntjan,avjɔn də liɲ,Wientian,airliner,0.75,0.2,0.2333333333333334,0.2583333333333333,2.175,0.2520833333333334,10,Latin,Latin,hard_negative
wirtuoz,force est,virtuɔs,fɔʀsə ɛs,virtuoso,strength is,0.875,0.0,0.0952380952380952,0.1071428571428571,1.0892857142857142,0.0952380952380952,8,Latin,Latin,hard_negative
witraż,pituite,vitraʂ,pitɥit,stained glass,pituite,0.6666666666666666,0.0,0.0972222222222222,0.1180555555555555,1.4791666666666667,0.0972222222222222,5,Latin,Latin,hard_negative
witryna,patronage,vitrɨna,patʀɔnaʒ,site,patronage,0.625,0.125,0.1744791666666666,0.1979166666666666,1.59375,0.1848958333333333,5,Latin,Latin,hard_negative
wiza,badaud,viza,bado,visa,Baroda,1.0,0.0,0.078125,0.0833333333333333,1.15625,0.078125,5,Latin,Latin,hard_negative
wizaż,battage,vizaʂ,bataʒ,make-up,threshing,0.8,0.0,0.0624999999999999,0.0666666666666666,0.775,0.0624999999999999,6,Latin,Latin,hard_negative
wizażysta,végétation,vizaʐɨsta,veʒetasjɔ̃,make-up artist,vegetation,0.8,0.1111111111111111,0.1041666666666666,0.1064814814814814,1.5694444444444444,0.1041666666666666,10,Latin,Latin,hard_negative
wizja,badlands,vizja,badlɑ̃,vision,badlands,1.0,0.0,0.1041666666666666,0.1166666666666666,1.7,0.1041666666666666,7,Latin,Latin,hard_negative
wizjoner,factionnaire,vizjɔnɛr,faksjɔnɛʀ,visionary,sentry,0.5555555555555556,0.1111111111111111,0.1365740740740741,0.1574074074074074,1.1805555555555556,0.1481481481481481,9,Latin,Latin,hard_negative
wizualizować,péché philosophique,vizualizɔvat͡ɕ,peʃe filɔzɔfik,visualize,philosophical sin,0.8571428571428571,0.0769230769230769,0.1442307692307692,0.1538461538461538,1.3653846153846154,0.1506410256410256,17,Latin,Latin,hard_negative
wizyta,Buzançais,vizɨta,byzɑ̃sɛ,visit,Buzançais,0.8571428571428571,0.0,0.0694444444444444,0.0763888888888888,0.9375,0.0694444444444444,7,Latin,Latin,hard_negative
wizytować,anticivique,vizɨtɔvat͡ɕ,ɑ̃tizivik,visit,antiques,0.9090909090909092,0.1111111111111111,0.1898148148148147,0.2037037037037037,1.875,0.199074074074074,10,Latin,Latin,hard_negative
woal,pool,vɔal,pɔɔl,woal,pool,0.5,0.0,0.0677083333333333,0.0729166666666666,0.78125,0.0677083333333333,2,Latin,Latin,hard_negative
wodewil,pentapole,vɔdɛvil,pɑ̃tapɔl,wodewil,pentapole,0.875,0.0,0.0982142857142857,0.1071428571428571,1.0714285714285714,0.0982142857142857,8,Latin,Latin,hard_negative
wojaż,ballade,vɔjaʂ,balad,journey,Trouble,0.8,0.0,0.1166666666666666,0.125,1.75,0.1166666666666666,6,Latin,Latin,hard_negative
wojeryzm,berbérisme,vɔjɛrɨzm,bɛʀbeʀism,wojeryzm,berberism,0.8888888888888888,0.1111111111111111,0.1643518518518519,0.1898148148148148,1.7222222222222223,0.1759259259259259,8,Latin,Latin,hard_negative
wokalizacja,sécurisation,vɔkalizat͡sja,sekyʀizasjɔ̃,vocalization,securing,0.6153846153846154,0.1818181818181818,0.0871212121212121,0.0946969696969697,0.9886363636363636,0.0871212121212121,10,Latin,Latin,hard_negative
wolontariat,belligérance,vɔlɔntarjat,bɛliʒeʀɑ̃s,volunteering,belligerence,0.9090909090909092,0.1818181818181818,0.2329545454545454,0.2613636363636363,2.272727272727273,0.2556818181818182,10,Latin,Latin,hard_negative
wtranżolić,philatélique,ftranʐɔlit͡ɕ,filatelik,to roll,philatelic,0.6666666666666666,0.2,0.1791666666666666,0.2041666666666666,2.2125,0.1875,10,Latin,Latin,hard_negative
wulgarny,balconnet,vulɡarnɨ,balkɔnɛ,vulgar,balconnet,0.75,0.125,0.1796875,0.203125,1.765625,0.2005208333333333,7,Latin,Latin,hard_negative
wulgaryzm,berbérisme,vulɡarɨzm,bɛʀbeʀism,vulgarism,berberism,0.8888888888888888,0.1111111111111111,0.1041666666666666,0.1203703703703703,1.2083333333333333,0.1041666666666666,8,Latin,Latin,hard_negative
wulgaryzować,faire les affaires,vulɡarɨzɔvat͡ɕ,fɛʀə ləs afɛʀ,vulgarize,do business,0.9285714285714286,0.1666666666666666,0.189236111111111,0.2083333333333333,1.9791666666666667,0.1961805555555555,16,Latin,Latin,hard_negative
wulkanizacja,berginiser,vulkaɲizat͡sja,bɛʀʒinizəʀ,vulcanization,berginiser,0.8571428571428571,0.25,0.2517361111111111,0.2777777777777778,2.520833333333333,0.2673611111111111,10,Latin,Latin,hard_negative
zbir,sphære,zbir,sfæʀ,sum,sphere,1.0,0.0,0.0989583333333333,0.125,1.125,0.0989583333333333,5,Latin,Latin,hard_negative
zero,chalet,zɛrɔ,ʃalɛ,zero,chalet,1.0,0.0,0.1041666666666666,0.1249999999999999,1.0625,0.1041666666666666,6,Latin,Latin,hard_negative
zodiak,centrique,zɔdjak,sɑ̃tʀik,Zodiac,centric,0.8571428571428571,0.0,0.0833333333333333,0.0902777777777777,1.125,0.0833333333333333,8,Latin,Latin,hard_negative
zygzak,toxique,zɨɡzak,tɔɡzik,zigzag,toxic,0.5,0.0,0.0486111111111111,0.0486111111111111,0.5833333333333334,0.0486111111111111,7,Latin,Latin,hard_negative
żabot,cépage,ʐabɔt,sepaʒ,ruffle,grape variety,1.0,0.0,0.1,0.1,1.05,0.1,6,Latin,Latin,hard_negative
żakiet,cédante,ʐakʲɛt,sedɑ̃t,jacket,transferor,0.8333333333333334,0.2,0.1,0.1083333333333333,1.025,0.1,6,Latin,Latin,hard_negative
żaluzja,chalazion,ʐaluzja,ʃalazjɔ̃,shutter,chalazion,0.5,0.0,0.0714285714285714,0.0714285714285714,0.75,0.0714285714285714,6,Latin,Latin,hard_negative
żandarm,géothermie,ʐandarm,ʒeɔtɛʀmi,gendarme,geothermal energy,0.875,0.25,0.203125,0.234375,2.296875,0.2161458333333333,8,Latin,Latin,hard_negative
żandarmeria,Châtelperron,ʐandarmɛrja,ʃatɛlpɛʀʀɔ̃,gendarmerie,Châtelperron,0.9090909090909092,0.1818181818181818,0.1723484848484848,0.1969696969696969,1.8522727272727275,0.1799242424242424,10,Latin,Latin,hard_negative
Żaneta,acinésie,ʐanɛta,azinezi,Żaneta,akinesia,0.8571428571428571,0.1428571428571428,0.175595238095238,0.1904761904761904,1.6071428571428572,0.1904761904761904,7,Latin,Latin,hard_negative
żargon,Cheyenne,ʐarɡɔn,ʃəjɛn,slang,Cheyenne,0.8333333333333334,0.1666666666666666,0.2152777777777778,0.2430555555555555,2.3541666666666665,0.2430555555555555,7,Latin,Latin,hard_negative
żel,chair,ʐɛl,ʃɛʀ,gel,chair,0.6666666666666666,0.0,0.0972222222222222,0.1111111111111111,0.9583333333333334,0.0972222222222222,5,Latin,Latin,hard_negative
żenować,ciné-parc,ʐɛnɔvat͡ɕ,sine-paʀk,embarrass,Cine Park,0.8888888888888888,0.125,0.1770833333333333,0.1979166666666666,1.625,0.1927083333333333,7,Latin,Latin,hard_negative
żeton,gégène,ʐɛtɔn,ʒeʒə̀n,token,gene,0.8333333333333334,0.0,0.0583333333333333,0.0583333333333333,0.6,0.0583333333333333,5,Latin,Latin,hard_negative
żigolo,cinghalais,ʐiɡɔlɔ,sɛ̃ɡalɛ,gigolo,Sinhalais,0.7142857142857143,0.0,0.0763888888888888,0.0763888888888888,0.7916666666666666,0.0763888888888888,7,Latin,Latin,hard_negative
żongler,cinéraire,ʐɔnɡlɛr,sineʀɛʀ,juggler,cinerary,0.7142857142857143,0.1428571428571428,0.1309523809523809,0.1547619047619047,2.1607142857142856,0.1309523809523809,7,Latin,Latin,hard_negative
żonglować,technographique,ʐɔnɡlɔvat͡ɕ,tɛʃnɔɡʀafik,juggle,technographic,0.9090909090909092,0.1818181818181818,0.2424242424242424,0.2651515151515151,2.2045454545454546,0.2594696969696969,13,Latin,Latin,hard_negative
żonkil,chenal,ʐɔnkʲil,ʃənal,zonkil,channel,0.7142857142857143,0.1666666666666666,0.1840277777777778,0.2013888888888888,1.5416666666666667,0.2013888888888888,5,Latin,Latin,hard_negative
żorżeta,cécidie,ʐɔʐ̇ɛta,sezidi,georgette,midge,1.0,0.0,0.0763888888888888,0.0763888888888888,0.75,0.0763888888888888,7,Latin,Latin,hard_negative
żupan,cyprine,ʐupan,sipʀin,zupan,love juice,0.6666666666666666,0.1666666666666666,0.1944444444444444,0.2152777777777777,1.75,0.2152777777777777,5,Latin,Latin,hard_negative
żurnal,charnel,ʐurnal,ʃaʀnəl,newspaper,carnal,0.6666666666666666,0.0,0.0972222222222222,0.1111111111111111,1.0208333333333333,0.0972222222222222,4,Latin,Latin,hard_negative
żurnalista,céraunologie,ʐurnalista,seʀonɔlɔʒi,journalist,ceraunology,0.9,0.2,0.2270833333333333,0.2666666666666666,2.4625,0.2270833333333333,9,Latin,Latin,hard_negative
żyrafa,terafim,ʐɨrafa,təʀafɛ̃,giraffe,terafim,0.7142857142857143,0.0,0.0833333333333333,0.0972222222222222,0.9375,0.0833333333333333,4,Latin,Latin,hard_negative
żyrandol,sérénader,ʐɨrandɔl,seʀenadəʀ,chandelier,serenade,0.7777777777777778,0.1111111111111111,0.1689814814814815,0.1944444444444444,1.5833333333333333,0.1805555555555555,6,Latin,Latin,hard_negative
żyrondysta,cela s'entend,ʐɨrɔndɨsta,səla s'ɑ̃tɑ̃,Girondist,that means,0.9166666666666666,0.2,0.2624999999999999,0.2916666666666666,2.35,0.2791666666666667,12,Latin,Latin,hard_negative
à propos,bluffeuse,à prɔpɔs,blyfœz,in regards to,bluffeuse,1.0,0.0,0.1964285714285714,0.2261904761904762,1.8035714285714288,0.2113095238095238,8,Latin,Latin,hard_negative
écru,acron,ɛ́t͡sru,akʀɔ̃,ecru,acron,1.0,0.0,0.1614583333333333,0.1874999999999999,1.75,0.1614583333333333,3,Latin,Latin,hard_negative
abandon,épistole,abandɔn,epistɔl,abandon,epistole,0.8571428571428571,0.2857142857142857,0.0714285714285714,0.0714285714285714,1.1071428571428572,0.0714285714285714,7,Latin,Latin,hard_negative
abażur,abalone,abaʐur,abalɔn,shade,abalone,0.5,0.3333333333333333,0.0694444444444444,0.0833333333333333,1.125,0.0694444444444444,4,Latin,Latin,hard_negative
abonować,yponomeute,abɔnɔvat͡ɕ,ipɔnɔmœt,subscribe,saboteur,0.6,0.25,0.0703125,0.0729166666666666,0.984375,0.0703125,7,Latin,Latin,hard_negative
abordaż,abortif,abɔrdaʂ,abɔʀtif,boarding,abortif,0.5714285714285714,0.1428571428571428,0.0654761904761904,0.0833333333333333,0.6964285714285714,0.0654761904761904,3,Latin,Latin,hard_negative
absenteista,antiaustérité,apsɛntɛjsta,ɑ̃sjosteʀite,absentee,antiaustérité,0.75,0.3636363636363636,0.1231060606060606,0.1363636363636363,2.363636363636364,0.1231060606060606,10,Latin,Latin,hard_negative
absenteizm,avion de ligne,apsɛntɛjzm,avjɔn də liɲ,absenteeism,airliner,0.8333333333333334,0.3,0.1166666666666666,0.1291666666666666,2.2125,0.1166666666666666,10,Latin,Latin,hard_negative
absentować,accent tonique,apsɛntɔvat͡ɕ,aksɑ̃t tɔnik,absent,tonal accent,0.75,0.3,0.0958333333333333,0.1041666666666666,1.4125,0.0958333333333333,9,Latin,Latin,hard_negative
absolutysta,hydrorésistant,apsɔlutɨsta,idʀɔʀezistɑ̃,absolutism,water resistant,0.75,0.1818181818181818,0.0984848484848484,0.1098484848484848,1.2613636363636365,0.0984848484848484,10,Latin,Latin,hard_negative
absolutyzm,historiciste,apsɔlutɨzm,istɔʀizist,absolutism,historiciste,0.9,0.2,0.1,0.1083333333333333,1.3875,0.1,10,Latin,Latin,hard_negative
absolutyzować,empreinte digitale,apsɔlutɨzɔvat͡ɕ,ɑ̃pʀɛ̃tə diʒital,absolutize,digital print,0.875,0.3076923076923077,0.1298076923076923,0.1378205128205128,1.8173076923076923,0.1298076923076923,16,Latin,Latin,hard_negative
absorbować,accent tonique,apsɔrbɔvat͡ɕ,aksɑ̃t tɔnik,absorb,tonal accent,0.8333333333333334,0.4,0.11875,0.1375,1.7,0.11875,12,Latin,Latin,hard_negative
acetylen,éthanolate,at͡sɛtɨlɛn,etanɔlat,acetylene,ethanolate,0.8,0.375,0.078125,0.078125,1.15625,0.078125,9,Latin,Latin,hard_negative
adaptacja,attestataire,adaptat͡sja,atɛstatɛʀ,adaptation,attester,0.6363636363636364,0.4444444444444444,0.074074074074074,0.0879629629629629,1.3472222222222223,0.074074074074074,9,Latin,Latin,hard_negative
adaptator,attestataire,adaptatɔr,atɛstatɛʀ,adapter,attester,0.5555555555555556,0.1111111111111111,0.0578703703703703,0.0694444444444444,0.6666666666666666,0.0578703703703703,7,Latin,Latin,hard_negative
adekwatny,adogmatique,adɛkfatnɨ,adɔɡmatik,adequate,adogmatique,0.5555555555555556,0.3333333333333333,0.0972222222222222,0.1111111111111111,2.1944444444444446,0.0972222222222222,7,Latin,Latin,hard_negative
Adela,au-delà,adɛla,o-dəla,Adela,beyond,0.5,0.0,0.0333333333333333,0.0333333333333333,0.4,0.0333333333333333,4,Latin,Latin,hard_negative
adept,anhiste,adɛpt,anist,adept,anhiste,0.6,0.4,0.0625,0.0666666666666666,1.075,0.0625,5,Latin,Latin,hard_negative
adherent,indianiste,atxɛrɛnt,ɛ̃djanist,adherent,indianiste,0.8888888888888888,0.375,0.1041666666666666,0.1145833333333333,1.75,0.1041666666666666,8,Latin,Latin,hard_negative
admirator,inspirateur,admiratɔr,ɛ̃spiʀatœʀ,admirer,inspiration,0.7,0.1111111111111111,0.0787037037037036,0.0972222222222222,1.0555555555555556,0.0787037037037036,6,Latin,Latin,hard_negative
admirować,anaérobique,admirɔvat͡ɕ,anaeʀɔbik,to admire,anaerobic,0.8181818181818182,0.2222222222222222,0.0972222222222222,0.1157407407407407,1.7222222222222223,0.0972222222222222,8,Latin,Latin,hard_negative
adres,ablette,adrɛs,ablɛt,address,ablette,0.6,0.2,0.0541666666666666,0.075,0.725,0.0541666666666666,5,Latin,Latin,hard_negative
adresować,être de mèche,adrɛsɔvat͡ɕ,ə̂tʀɛ dɛ mə̀ʃ,address,to be in cahoots,0.9230769230769232,0.2222222222222222,0.099537037037037,0.1111111111111111,1.3888888888888888,0.099537037037037,11,Latin,Latin,hard_negative
adstrat,abstraire,atstrat,abstʀɛʀ,distance,abstract,0.5714285714285714,0.2857142857142857,0.0982142857142857,0.119047619047619,1.3035714285714286,0.0982142857142857,4,Latin,Latin,hard_negative
aeracja,aalénien,aɛrat͡sja,aalenjɛ̃,aeration,aalénien,0.7777777777777778,0.1428571428571428,0.0773809523809523,0.0892857142857142,1.0357142857142858,0.0773809523809523,7,Latin,Latin,hard_negative
aerodynamika,orthogonalité,aɛrɔdɨnamika,ɔʀtɔɡɔnalite,aerodynamics,orthogonality,0.6666666666666666,0.4166666666666667,0.1111111111111111,0.1284722222222222,1.6875,0.1111111111111111,9,Latin,Latin,hard_negative
aeroplan,aéro-club,aɛrɔplan,aeʀɔ-klyb,plane,flying club,0.6666666666666666,0.25,0.0911458333333333,0.1041666666666666,1.21875,0.0911458333333333,5,Latin,Latin,hard_negative
aeroport,eau de source,aɛrɔpɔrt,əo də suʀs,airport,spring water,1.0,0.25,0.1171874999999999,0.140625,1.65625,0.1171874999999999,10,Latin,Latin,hard_negative
aerostat,bonnet d'âne,aɛrɔstat,bɔnət d'an,aerostat,dunce cap,0.9,0.375,0.0989583333333333,0.1145833333333333,2.046875,0.0989583333333333,11,Latin,Latin,hard_negative
afereza,ébénacé,afɛrɛza,ebenaze,afereza,ébénacé,0.8571428571428571,0.1428571428571428,0.0684523809523809,0.0833333333333333,0.8392857142857143,0.0684523809523809,7,Latin,Latin,hard_negative
afisz,abysse,afiʂ,abis,poster,abyss,0.5,0.0,0.0364583333333333,0.0416666666666666,0.46875,0.0364583333333333,4,Latin,Latin,hard_negative
afiszer,affaiteuse,afiʂɛr,afɛtœz,afiszer,businesswoman,0.6666666666666666,0.1666666666666666,0.0555555555555555,0.0694444444444444,0.9583333333333334,0.0555555555555555,7,Latin,Latin,hard_negative
afront,Éphialte,afrɔnt,efjalt,affront,Ephialt,0.6666666666666666,0.1666666666666666,0.09375,0.1111111111111111,1.3958333333333333,0.09375,7,Latin,Latin,hard_negative
agent,ajiste,aɡɛnt,aʒist,agent,adjust,0.6,0.4,0.0875,0.0916666666666666,1.425,0.0875,4,Latin,Latin,hard_negative
aglomeracja,axonométrie,aɡlɔmɛrat͡sja,aɡzɔnɔmetʀi,agglomeration,axonometry,0.6923076923076923,0.3636363636363636,0.0776515151515151,0.0909090909090909,1.2272727272727273,0.0776515151515151,9,Latin,Latin,hard_negative
aglomerat,abdominal,aɡlɔmɛrat,abdɔminal,crowded,abdominal,0.5555555555555556,0.4444444444444444,0.0787037037037036,0.0879629629629629,1.3888888888888888,0.0787037037037036,5,Latin,Latin,hard_negative
agresor,égreneuse,aɡrɛsɔr,eɡʀənœz,aggressor,gin,0.8571428571428571,0.2857142857142857,0.0833333333333333,0.1071428571428571,1.4464285714285714,0.0833333333333333,6,Latin,Latin,hard_negative
agresywny,impressionné,aɡrɛsɨvnɨ,ɛ̃pʀɛsjɔne,aggressive,impressed,0.7,0.3333333333333333,0.1134259259259259,0.1342592592592592,1.9166666666666667,0.1134259259259259,8,Latin,Latin,hard_negative
akolitat,incompétence,akɔlitat,ɛ̃kɔ̃petɑ̃s,akolitat,incompetence,0.7272727272727273,0.125,0.078125,0.0833333333333333,1.171875,0.078125,10,Latin,Latin,hard_negative
akordeon,apostrophe,akɔrdɛɔn,apɔstʀɔf,accordion,apostrophe,0.625,0.5,0.1067708333333333,0.1302083333333333,1.953125,0.1067708333333333,7,Latin,Latin,hard_negative
akordeonista,spectrométrie,akɔrdɛɔɲista,spɛktʀɔmetʀi,accordionist,spectrometry,0.9166666666666666,0.5,0.140625,0.1631944444444444,2.552083333333333,0.140625,12,Latin,Latin,hard_negative
akredytować,accidentologue,akrɛdɨtɔvat͡ɕ,aksidɑ̃tɔlɔɡ,accredit,accidentologist,0.6923076923076923,0.1818181818181818,0.0871212121212121,0.1022727272727272,1.193181818181818,0.0871212121212121,10,Latin,Latin,hard_negative
akredytywa,agressivité,akrɛdɨtɨva,aɡʀɛsivite,letter of credit,aggressiveness,0.8,0.2,0.0833333333333333,0.1,0.9875,0.0833333333333333,8,Latin,Latin,hard_negative
akrobacja,improbation,akrɔbat͡sja,ɛ̃pʀɔbasjɔ̃,acrobatics,improbation,0.7272727272727273,0.2222222222222222,0.0833333333333333,0.0925925925925926,0.9861111111111112,0.0833333333333333,7,Latin,Latin,hard_negative
akrobata,adiabatie,akrɔbata,adjabati,acrobat,adiabation,0.5,0.125,0.0885416666666666,0.1041666666666666,1.15625,0.0885416666666666,5,Latin,Latin,hard_negative
aktualizacja,ritualisation,aktualizat͡sja,ʀitɥalizasjɔ̃,update,ritualization,0.5,0.3333333333333333,0.078125,0.0902777777777777,1.7083333333333333,0.078125,7,Latin,Latin,hard_negative
aktualizować,agroalimentaire,aktualizɔvat͡ɕ,aɡʀɔalimɑ̃tɛʀ,update,agri-food,0.6428571428571429,0.3333333333333333,0.1215277777777777,0.1354166666666666,1.8020833333333333,0.1215277777777777,10,Latin,Latin,hard_negative
aktywacja,exhalation,aktɨvat͡sja,əksalasjɔ̃,activation,exhalation,0.7272727272727273,0.2222222222222222,0.0879629629629629,0.0925925925925926,1.25,0.0879629629629629,9,Latin,Latin,hard_negative
akumulacja,illumination,akumulat͡sja,ijyminasjɔ̃,accumulation,illumination,0.75,0.3,0.0875,0.0875,1.45,0.0875,9,Latin,Latin,hard_negative
akuszer,écouteuse,akuʂɛr,ekutœz,battery,earphone,0.6666666666666666,0.1666666666666666,0.0486111111111111,0.0625,0.9166666666666666,0.0486111111111111,8,Latin,Latin,hard_negative
akwizycja,exhalation,akfizɨt͡sja,əksalasjɔ̃,acquisition,exhalation,0.8181818181818182,0.3333333333333333,0.0925925925925926,0.0972222222222222,1.25,0.0925925925925926,10,Latin,Latin,hard_negative
alanina,hilarité,alaɲina,ilaʀite,alanine,hilarity,0.5714285714285714,0.2857142857142857,0.0625,0.0654761904761904,1.0,0.0625,5,Latin,Latin,hard_negative
albinos,alcalose,albinɔs,alkalɔz,albinos,alkalosis,0.5714285714285714,0.2857142857142857,0.0654761904761904,0.0654761904761904,0.7857142857142857,0.0654761904761904,4,Latin,Latin,hard_negative
album,albique,album,albik,album,Albic,0.4,0.2,0.0833333333333333,0.0833333333333333,1.25,0.0833333333333333,3,Latin,Latin,hard_negative
aleja,alésé,alɛja,aleze,walk away,reamed,0.6,0.2,0.0625,0.0666666666666666,1.275,0.0625,3,Latin,Latin,hard_negative
aleksandryn,intestin grêle,alɛksandrɨn,ɛ̃tɛstin ɡʀə̂l,aleksandryn,small intestine,0.8571428571428571,0.3636363636363636,0.1098484848484848,0.1212121212121212,1.5340909090909092,0.1098484848484848,11,Latin,Latin,hard_negative
alert,anhiste,alɛrt,anist,alert,anhiste,0.6,0.4,0.075,0.0916666666666666,1.2,0.075,5,Latin,Latin,hard_negative
alfons,Alceste,alfɔns,alsɛst,alfons,Alceste,0.6666666666666666,0.3333333333333333,0.0694444444444444,0.0763888888888888,1.1666666666666667,0.0694444444444444,6,Latin,Latin,hard_negative
alians,Éphialte,aljans,efjalt,allies,Ephialt,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.25,0.0763888888888889,6,Latin,Latin,hard_negative
aliant,Éphialte,aljant,efjalt,aliant,Ephialt,0.5,0.3333333333333333,0.0694444444444444,0.0763888888888889,1.0833333333333333,0.0694444444444444,5,Latin,Latin,hard_negative
alienacja,algométrie,aljɛnat͡sja,alɡɔmetʀi,alienation,algorithm,0.7272727272727273,0.3333333333333333,0.074074074074074,0.0787037037037037,1.4305555555555556,0.074074074074074,8,Latin,Latin,hard_negative
alkalia,alcalose,alkalja,alkalɔz,alkalia,alkalosis,0.2857142857142857,0.2857142857142857,0.0684523809523809,0.0833333333333333,1.625,0.0684523809523809,4,Latin,Latin,hard_negative
alkowa,alcalin,alkɔva,alkalɛ̃,alcove,alkaline,0.5714285714285714,0.1666666666666666,0.0833333333333333,0.0902777777777777,1.125,0.0833333333333333,5,Latin,Latin,hard_negative
allel,Arlette,allɛl,aʀlɛt,allele,Arlette,0.4,0.2,0.075,0.0833333333333333,1.225,0.075,5,Latin,Latin,hard_negative
alonż,alezé,alɔnʂ,aləze,alonż,alezé,0.6,0.4,0.0875,0.1,2.25,0.0875,3,Latin,Latin,hard_negative
alonżka,aide de camp,alɔnʂka,ɛdə də kɑ̃,alonżka,aide,0.9,0.4285714285714285,0.1071428571428571,0.119047619047619,2.321428571428572,0.1071428571428571,10,Latin,Latin,hard_negative
altruista,altimétrie,altrujsta,altimetʀi,altruistic,altimetry,0.6666666666666666,0.4444444444444444,0.1273148148148148,0.1574074074074073,2.5972222222222223,0.1273148148148148,7,Latin,Latin,hard_negative
altruizm,agenouillé,altrujzm,aʒənujle,altruism,kneeling,0.625,0.625,0.1276041666666666,0.1510416666666666,2.921875,0.1276041666666666,7,Latin,Latin,hard_negative
aluzja,alluvion,aluzja,alyvjɔ̃,allusion,alluvion,0.5714285714285714,0.1666666666666666,0.0625,0.0694444444444444,0.6666666666666666,0.0625,5,Latin,Latin,hard_negative
amant,anhiste,amant,anist,lover,anhiste,0.6,0.4,0.0708333333333333,0.075,1.175,0.0708333333333333,5,Latin,Latin,hard_negative
amarant,immodeste,amarant,ɛmɔdɛst,amaranth,immodeste,0.7142857142857143,0.2857142857142857,0.0952380952380952,0.1071428571428571,1.5714285714285714,0.0952380952380952,7,Latin,Latin,hard_negative
ambalaż,en passe de,ambalaʂ,ən pasə d,emballage,in the process of,0.8888888888888888,0.2857142857142857,0.0922619047619047,0.0952380952380952,1.1964285714285714,0.0922619047619047,10,Latin,Latin,hard_negative
ambaras,en passe de,ambaras,ən pasə d,ambaras,in the process of,0.8888888888888888,0.2857142857142857,0.0922619047619047,0.1071428571428571,1.1964285714285714,0.0922619047619047,10,Latin,Latin,hard_negative
ambarkować,en matière de,ambarkɔvat͡ɕ,ən masjɛʀə d,ambark,in terms of,1.0,0.6,0.13125,0.1458333333333333,2.2,0.13125,12,Latin,Latin,hard_negative
ambasador,artisanal,ambasadɔr,aʀtizanal,ambassador,artisanal,0.7777777777777778,0.3333333333333333,0.0972222222222222,0.1111111111111111,1.2916666666666667,0.0972222222222222,6,Latin,Latin,hard_negative
ambrazura,emmagasiné,ambrazura,ɑmaɡazine,ambrazura,stored,0.6666666666666666,0.3333333333333333,0.1064814814814814,0.1342592592592592,2.083333333333333,0.1064814814814814,8,Latin,Latin,hard_negative
