,loan_word,original_word,loan_word_ipas,original_word_ipas,Fast Levenshtein,Dolgo Prime Distance,Feature Edit Distance,Hamming Feature Distance,Weighted Feature Distance,Fast Levenshtein Distance Div Maxlen,label
655,बंदी,,"['/bən.d̪iː/', '[bə̃n̪.d̪iː]']",,11,3,2.125,2.3333333333333335,19.375,0.9166666666666666,0
656,नादान,نادان,"['/nɑː.d̪ɑːn/', '[n̪äː.d̪ä̃ːn̪]']","['/nɑːdɑːn/', '/nɒːdɒːn/', '/nɒːdɒːn/', '/nɔːdɔːn/', '/nɑː.d̪ɑːn/']",0,0,0.0,0.0,0.0,0.0,1
657,तल्ख़,خوشبو,"['/t̪əlkʰ/', '[t̪əl̪kʰ]', '/t̪əlx/', '[t̪əl̪x]']","['/xʷaʃbuː(j)/', '/xʊʃbuː(j)/', '/xoʃbuː(j)/', '/xuʃbɵː(j)/']",9,4,2.4375,2.6666666666666665,24.125,0.6923076923076923,0
658,रस्म,رسم,"['/ɾəsm/', '[ɾəs̪m]', '/ɾə.səm/', '[ɾə.s̪ə̃m]']","['/ɾasm/', '/ɾasm/', '/ɾæsm/', '/ɾasm/', '/ra.sam/', '[ˈra.sam]']",1,0,0.125,0.125,1.25,0.125,1
659,फ़रेब,فریب,"['/pʰə.ɾeːb/', '/fə.ɾeːb/']","['/faɾeːb~fiɾeːb/', '/faɾeːb~fɪɾeːb/', '/fæɾiːb~feɾiːb/', '/faɾeb~fiɾeb/']",8,5,4.520833333333333,5.083333333333333,37.25,0.47058823529411764,1
660,नतीजा,جادو,"['/nə.t̪iː.d͡ʒɑː/', '[n̪ə.t̪iː.d͡ʒäː]']","['/d͡ʒɑːduː/', '/d͡ʒɒːduː/', '/d͡ʒɒːduː/', '/d͡ʒɔːdu/', '/d͡ʒɑː.d̪uː/']",9,2,2.2916666666666665,2.5,20.75,0.5294117647058824,0
661,दास्तान,داستان,"['/d̪ɑːs.t̪ɑːn/', '[d̪äːs̪.t̪ä̃ːn̪]']","['/dɑːstɑːn/', '/dɒːstɒːn/', '/dɒːstɒːn/', '/dɔːstɔːn/', '[d̪ɒːsˈt̪ʰɒːn]', '/d̪ɑːs.t̪ɑːn/', '/d̪ɑːs.t̪ɑ̃ː/']",0,0,0.0,0.0,0.0,0.0,1
662,ख़ातिर,خاطر,"['/kʰɑː.t̪ɪɾ/', '[kʰäː.t̪ɪɾ]', '/xɑː.t̪ɪɾ/', '[xäː.t̪ɪɾ]']","['/xɑːtiɾ/', '/xɒːtɪɾ/', '/xɒːteɾ/', '/xɔːtiɾ/']",3,0,0.08333333333333333,0.08333333333333333,0.5,0.25,1
663,बीमा,,"['/biː.mɑː/', '[biː.mäː]']",,11,2,1.2916666666666667,1.4583333333333335,13.5,1.0,0
664,अख़बार,عرض,"['/əkʰ.bɑːɾ/', '[əkʰ.bäːɾ]', '/əx.bɑːɾ/', '[əx.bäːɾ]', '/akʰbaːr/']","['/aɾz/', '/aɾz/', '/æɾz/', '/aɾz/', '/aɾaz/', '/aɾaz/', '/æɾæz/', '/aɾaz/', '/aɾz/', '/aɾz/', '/æɾz/', '/aɾz/', '/iɾz/', '/ɪɾz/', '/eɾz/', '/iɾz/', '/ʕa.radˤ/', '[ˈʕɑ.rɑdˤ]', '/ʕar.radˤ/', '[ˈʕɑr.rɑdˤ]', '/əɾz/']",5,3,0.9791666666666666,1.25,15.875,0.45454545454545453,0
665,हाजिरा,,"['/ɦɑː.d͡ʒɪ.ɾɑː/', '[ɦäː.d͡ʒɪ.ɾäː]']",,16,3,3.0208333333333335,3.416666666666667,26.875,1.0,0
666,फ़ानी,,"['/pʰɑː.niː/', '[pʰäː.n̪iː]', '/fɑː.niː/', '[fäː.n̪iː]']",,10,2,1.2083333333333335,1.3333333333333335,11.625,0.9090909090909091,0
667,क़ीमा,قیمه,"['/kiː.mɑː/', '[kiː.mäː]', '/qiː.mɑː/', '[qiː.mäː]']","['/qiːma~qajma/', '/qiːma~qajma/', '/ɢiːme~ɢejme/', '/qima~qajma/']",8,5,4.479166666666667,5.0,36.25,0.5333333333333333,1
668,जाहिल,جاهل,"['/d͡ʒɑː.ɦɪl/', '[d͡ʒäː.ɦɪl̪]']","['/ʒaː.hil/', '/d͡ʒɑːhil/', '/d͡ʒɒːhɪl/', '/d͡ʒɒːhel/', '/d͡ʒɔːhil/']",3,0,0.08333333333333333,0.08333333333333333,0.5,0.23076923076923078,1
669,मशहूर,مشهور,['/məʃ.ɦuːɾ/'],"['/maʃ.huːr/', '/maʃhuːɾ/', '/maʃhuːɾ/', '/mæʃhuːɾ/', '/maʃhuɾ/']",3,0,0.16666666666666666,0.16666666666666666,1.5,0.25,1
670,अर्क़,خیال,"['/əɾk/', '/əɾq/']","['/xajɑːl/', '/xajɒːl/', '/xæjɒːl/', '/xajɔːl/']",6,3,2.4375,2.7916666666666665,25.25,0.6,0
671,दराज़,حرکت,"['/d̪ə.ɾɑːd͡ʒ/', '[d̪ə.ɾäːd͡ʒ]', '/d̪ə.ɾɑːz/', '[d̪ə.ɾäːz]']","['/haɾ(a)kat/', '/haɾ(a)kat/', '/hæɾ(æ)kæt/', '/haɾ(a)kat/']",9,3,2.229166666666667,2.4583333333333335,21.375,0.6923076923076923,0
672,क़ैंची,اتحاد,"['/kɛːn.t͡ʃiː/', '[kɛ̃ːn̪.t͡ʃiː]', '/qɛːn.t͡ʃiː/', '[qɛ̃ːn̪.t͡ʃiː]']","['/it.ti.ħaːd/', '/ittihɑːd/', '/ɪttɪhɒːd/', '/ettehɒːd/', '/ittihɔːd/', '/ɪ.t̪ːɪ.ɦɑːd̪/', '/ɪ.t̪ːe.ɦɑːd̪/']",9,5,2.1666666666666665,2.458333333333333,28.5,0.625,0
673,नमूना,کمک,"['/nə.muː.nɑː/', '[n̪ə.muː.n̪äː]']","['/komæk/', '/kɵmak/']",9,2,1.7916666666666667,1.9583333333333333,20.5,0.6428571428571429,0
674,जशन,نگرانی,"['/d͡ʒə.ʃən/', '[d͡ʒə.ʃə̃n̪]']",['/nɪɡ.ɾɑː.niː/'],10,4,2.3958333333333335,2.7083333333333335,23.625,0.6666666666666666,0
675,हस्ती,,"['/ɦəs.t̪iː/', '[ɦəs̪.t̪iː]']",,12,4,2.2916666666666665,2.5,21.375,1.0,0
676,नक़ाबपोश,نقاب,"['/nə.kɑːb.poːʃ/', '[n̪ə.käːb̚.poːʃ]', '/nə.qɑːb.poːʃ/', '[n̪ə.qäːb̚.poːʃ]']","['/ni.qaːb/', '/niqɑːb/', '/nɪqɒːb/', '/neɢɒːb/', '/niqɔːb/', '/nɪ.qɑːb/', '/nə.qɑːb/']",5,3,2.7083333333333335,3.0,21.75,0.3125,1
677,मसका,,"['/məs.kɑː/', '[məs̪.käː]']",,11,3,2.166666666666667,2.4166666666666665,20.625,1.0,0
678,ईरान,ایران,"['/iː.ɾɑːn/', '[iː.ɾä̃ːn̪]']","['/eːɾɑːn/', '/eːɾɒːn/', '/iːɾɒːn/', '/iːɾuːn/', '/eɾɔːn/', '/iː.ɾɑːn/']",0,0,0.0,0.0,0.0,0.0,1
679,सस्ता,ਸਸਤਾ,"['/səs.t̪ɑː/', '[s̪əs̪.t̪äː]']",['/səs.t̪aː/'],1,0,0.0625,0.08333333333333333,0.75,0.08333333333333333,1
680,मरम्मत,,"['/mə.ɾəm.mət̪/', '[mə.ɾə̃m.mət̪]', '[mʌɾʌmːʌt̪]']",,13,6,3.875,4.375,32.75,1.0,0
681,माजूफल,,"['/mɑː.d͡ʒuː.pʰəl/', '[mäː.d͡ʒuː.pʰəl̪]']",,18,5,3.875,4.291666666666667,32.375,1.0,0
682,फ़ायदा,,"['/pʰɑːj.d̪ɑː/', '[pʰäːj.d̪äː]', '/fɑːj.d̪ɑː/', '[fäːj.d̪äː]']",,13,3,2.1875,2.416666666666667,21.375,1.0,0
683,सबब,,"['/sə.bəb/', '[s̪ə.bəb]']",,10,4,2.2708333333333335,2.5,23.0,1.0,0
684,कबाब,کباب,"['/kə.bɑːb/', '[kə.bäːb]']","['/kabɑːb/', '/kabɒːb/', '/kæbɒːb/', '/kabɔːb/']",2,0,0.125,0.125,1.25,0.18181818181818182,1
685,शागिर्द,شاگرد,"['/ʃɑː.ɡɪɾd̪/', '[ʃäː.ɡɪɾd̪]']","['/ʃɑːɡiɾd̪/', '/ʃɒːɡɪɾd̪/', '/ʃɒːɡeɾd̪/', '/ʃɔːɡiɾd̪/']",2,0,0.041666666666666664,0.041666666666666664,0.25,0.15384615384615385,1
686,सब्ज़ी,سبزی,"['/səb.d͡ʒiː/', '[s̪əb.d͡ʒiː]', '/səb.ziː/', '[s̪əb.ziː]']","['/sabziː/', '/sabziː/', '/sæbziː/', '/sabziː/', '/səb.ziː/']",0,0,0.0,0.0,0.0,0.0,1
687,ज़हर,زهر,"['/d͡ʒə.ɦəɾ/', '[d͡ʒɛ.ɦɛɾ]', '/zə.ɦəɾ/', '[zɛ.ɦɛɾ]']","['/zhar/', '/zahɾ/', '/zahɾ/', '/zæhɾ/', '/zahɾ/']",4,1,1.0208333333333333,1.125,8.25,0.4,1
688,इत्मीनान,پیچ,"['/ɪt̪.miː.nɑːn/', '[ɪt̪.miː.n̪ä̃ːn̪]']","['/peːt͡ʃ/', '/peːt͡ʃ/', '/piːt͡ʃ/', '/pet͡ʃ/']",10,5,3.916666666666667,4.333333333333333,33.875,0.625,0
689,मौला,,"['/mɔː.lɑː/', '[mɔː.l̪äː]']",,11,2,1.3125,1.4583333333333335,12.625,1.0,0
690,करघा,آهسته,"['/kəɾ.ɡʱɑː/', '[kəɾ.ɡʱäː]']","['/ɑːhista/', '/ɒːhɪsta/', '/ɒːheste/', '/ɔːhista/']",8,4,1.5416666666666667,1.75,17.875,0.6666666666666666,0
691,क़ानून,سوار,"['/kɑː.nuːn/', '[käː.n̪ũːn̪]', '/qɑː.nuːn/', '[qäː.n̪ũːn̪]']","['/si.waːr/', '[sæˈvɒːɾ]']",6,3,0.8125,0.9583333333333333,12.125,0.5,0
692,ज़िंदाबाद,زنده باد,"['/d͡ʒɪn.d̪ɑː.bɑːd̪/', '[d͡ʒɪ̃n̪.d̪äː.bäːd̪]', '/zɪn.d̪ɑː.bɑːd̪/', '[zɪ̃n̪.d̪äː.bäːd̪]']","['/zinda\xa0bɑːd/', '/zɪnda\xa0bɒːd/', '/zende\xa0bɒːd/', '/zinda\xa0bɔːd/']",8,2,2.0208333333333335,2.2499999999999996,16.5,0.4444444444444444,1
693,किराया,سرمه,"['/kɪ.ɾɑː.jɑː/', '[kɪ.ɾäː.jäː]']","['/suɾma/', '/sʊɾma/', '/soɾme/', '/suɾma/', '/saɾma/', '/saɾma/', '/sæɾme/', '/saɾma/']",9,3,1.4583333333333335,1.5833333333333333,16.375,0.6428571428571429,0
694,शुतुरमुर्ग़,شترمرغ,"['/ʃʊ.t̪ʊɾ.mʊɾɡ/', '/ʃʊ.t̪ʊɾ.mʊɾɣ/']","['/ʃutuɾmuɾɣ/', '/ʃʊtʊɾmʊɾɣ/', '/ʃotoɾmoɾɢ/', '/ʃutuɾmuɾɣ/']",3,0,0.041666666666666664,0.041666666666666664,0.25,0.1875,1
695,एवज़,عوض,"['/eː.ʋəd͡ʒ/', '/eː.ʋəz/']","['/iwaz/', '/ævæz/', '[ʔæˈvæz]', '/ʕaw.wadˤ/', '[ˈʕaw.wɑdˤ]']",5,0,0.375,0.4583333333333333,4.25,0.5,1
696,तक़सीम,تقسیم,"['/t̪ək.siːm/', '[t̪ək.s̪ĩːm]', '/t̪əq.siːm/', '[t̪əq.s̪ĩːm]']","['/taqsiːm/', '/taqsiːm/', '/tæɢsiːm/', '/taqsim/']",3,0,0.16666666666666666,0.16666666666666666,1.5,0.23076923076923078,1
697,म्यान,میان,"['/mjɑːn/', '[mjä̃ːn̪]']","['/mijɑːn/', '/mijɒːn/', '/mijɒːn/', '/mijɔːn/']",1,1,0.8958333333333334,1.0,7.25,0.1,1
698,दारचीनी,شهر,"['/d̪ɑːɾ.t͡ʃiː.niː/', '[d̪äːɾ.t͡ʃiː.n̪iː]']","['/ʃa.ha.ra/', '/ʃah.ha.ra/', '/ʃahr/', '/ʃhar/', '/ʃahɾ/', '/ʃahɾ/', '/ʃɒːɾ/', '/ʃæhɾ/', '/ʃahɾ/', '/ʃahr/', '[ˈʃa.h(ɪ)r]']",13,2,1.0,1.2083333333333333,14.0,0.6842105263157895,0
699,मुहिम,مهم,"['/mʊ.ɦɪm/', '[mʊ.ɦɪ̃m]']","['/mu.himm/', '/mohem/', '/muhimm/', '/mʊhɪmm/', '/mohemm/', '/muhimm/']",3,0,0.20833333333333331,0.20833333333333331,1.75,0.3,1
700,आरज़ू,آرزو,"['/ɑːɾ.d͡ʒuː/', '[äːɾ.d͡ʒuː]', '/ɑːɾ.zuː/', '[äːɾ.zuː]']","['/ɑːɾ(i)zuː/', '/ɒːɾ(ɪ)zuː/', '/ɒːɾ(e)zuː/', '/ɔːɾ(i)zu/', '/ɑːɾ.zuː/']",0,0,0.0,0.0,0.0,0.0,1
701,तबीयत,بنیاد,['/t̪ə.biː.jət̪/'],"['/bunjɑːd/', '/bʊnjɒːd/', '/bonjɒːd/', '/bunjɔːd/']",10,3,1.5625,1.708333333333333,15.25,0.625,0
702,वहशी,وحشی,"['/ʋəɦ.ʃiː/', '[ʋɛɦ.ʃiː]']","['/wahʃiː/', '/wahʃiː/', '/væhʃiː/', '/vahʃiː/']",4,0,0.2916666666666667,0.375,3.0,0.36363636363636365,1
703,ख़ाक,خاک,"['/kʰɑːk/', '[kʰäːk]', '/xɑːk/', '[xäːk]']","['/xɑːk/', '/xɒːk/', '/xɒːk/', '/xɔːk/']",0,0,0.0,0.0,0.0,0.0,1
704,क़र्ज़,روزانه,"['/kəɾd͡ʒ/', '/qəɾz/']",['[ruːzɒːˈne]'],10,5,2.520833333333333,2.958333333333333,28.625,0.7692307692307693,0
705,आग़ोश,آغوش,"['/ɑː.ɡoːʃ/', '[äː.ɡoːʃ]', '/ɑː.ɣoːʃ/', '[äː.ɣoːʃ]']","['/ɑːɣoːʃ/', '/ɒːɣoːʃ/', '/ɒːɢuːʃ/', '/ɔːɣɵːʃ/', '/ɑː.ɣoːʃ/']",0,0,0.0,0.0,0.0,0.0,1
706,तर्जुमा,بارود,"['/t̪əɾ.d͡ʒʊ.mɑː/', '[t̪əɾ.d͡ʒʊ.mäː]']",['/bɒːˈɾuːd/'],13,3,2.4166666666666665,2.6666666666666665,22.5,0.7647058823529411,0
707,हलवा,,"['/ɦəl.ʋɑː/', '[ɦəl̪.ʋäː]']",,11,3,2.125,2.4583333333333335,20.375,1.0,0
708,आग़ाज़,آغاز,"['/ɑː.ɡɑːd͡ʒ/', '[äː.ɡäːd͡ʒ]', '/ɑː.ɣɑːz/', '[äː.ɣäːz]']","['/ɑːɣɑːz/', '/ɒːɣɒːz/', '/ɒːɢɒːz/', '/ɔːɣɔːz/']",1,0,0.0,0.0,0.0,0.09090909090909091,1
709,ख़राश,دمشق,"['/kʰə.ɾɑːʃ/', '[kʰə.ɾäːʃ]', '/xə.ɾɑːʃ/', '[xə.ɾäːʃ]']","['[d̪æˈmeʃɣ]', '/d̪ə.mɪʃq/']",6,3,1.5625,1.7916666666666667,14.75,0.5,0
710,नक़्शा,خراش,"['/nək.ʃɑː/', '[n̪ək.ʃäː]', '/nəq.ʃɑː/', '[n̪əq.ʃäː]']",['/xə.ɾɑːʃ/'],4,3,1.3958333333333335,1.6666666666666667,24.375,0.36363636363636365,0
711,हमसाया,,"['/ɦəm.sɑː.jɑː/', '[ɦə̃m.s̪äː.jäː]']",,15,4,3.9791666666666665,4.416666666666666,34.0,1.0,0
712,नक़ाब,نقاب,"['/nə.kɑːb/', '[n̪ə.käːb]', '/nə.qɑːb/', '[n̪ə.qäːb]']","['/ni.qaːb/', '/niqɑːb/', '/nɪqɒːb/', '/neɢɒːb/', '/niqɔːb/', '/nɪ.qɑːb/', '/nə.qɑːb/']",0,0,0.0,0.0,0.0,0.0,1
713,सुराख़,سوراخ,"['/sʊ.ɾɑːkʰ/', '[s̪ʊ.ɾäːkʰ]', '/sʊ.ɾɑːx/', '[s̪ʊ.ɾäːx]']",['[suːˈɾɒːx]'],4,0,0.1875,0.20833333333333331,2.0,0.3333333333333333,1
714,सतह,,"['/sə.t̪əɦ/', '[s̪ə.t̪əɦ]']",,11,4,2.25,2.458333333333333,21.375,1.0,0
715,कद्दू,امتحان,"['/kəd̪.d̪uː/', '[kəd̪̚.d̪uː]']","['/im.ti.ħaːn/', '/imtihɑːn/', '/ɪmtɪhɒːn/', '/emtehɒːn/', '/imtihɔːn/', '/ɪm.t̪ɪ.ɦɑːn/']",9,5,2.8125,3.125,35.375,0.6,0
716,तह,ته,['/t̪ɛɦ/'],"['/ta/', '/tə/', '/tah/', '/tah/', '/tæh/', '/tah/']",3,0,0.16666666666666666,0.16666666666666666,1.25,0.375,1
717,यमन,,"['/jə.mən/', '[jə.mə̃n̪]']",,9,3,2.0208333333333335,2.25,16.875,0.9,0
718,जल्लाद,جلاد,"['/d͡ʒəl.lɑːd̪/', '[d͡ʒəl̪.l̪äːd̪]']","['/d͡ʒal.laːd/', '/d͡ʒeˈlːɑt/', '[d͡ʒæˈlːɑːd]']",3,0,0.22916666666666666,0.24999999999999997,2.25,0.2,1
719,बयान,,"['/bə.jɑːn/', '[bə.jä̃ːn̪]']",,10,2,2.0208333333333335,2.2499999999999996,18.375,0.9090909090909091,0
720,तबाही,خاتون,"['/t̪ə.bɑː.ɦiː/', '[t̪ə.bäː.ɦiː]']","['/xɑːtuːn/', '/xɒːtuːn/', '/xɒːtuːn/', '/xɔːtun/', '/xɑː.t̪uːn/']",9,4,1.75,1.9166666666666667,17.875,0.6,0
721,निकाह,دوست,"['/nɪ.kɑːɦ/', '[n̪ɪ.käːɦ]']","['/doːst/', '/doːst/', '/duːst/', '/dɵːst/', '/dos/']",7,3,1.5833333333333333,1.75,19.25,0.6363636363636364,0
722,शौहर,,['/ʃɔː.ɦəɾ/'],,11,4,2.2916666666666665,2.5833333333333335,20.875,1.0,0
723,पिदर,,['/pɪ.d̪əɾ/'],,11,4,2.2083333333333335,2.5,21.0,1.0,0
724,शीर,,['/ʃiːɾ/'],,8,2,0.5416666666666666,0.625,8.5,1.0,0
725,दोस्ताना,هند,"['/d̪oːs.t̪ɑː.nɑː/', '[d̪oːs̪.t̪äː.n̪äː]']","['/hind/', '/hɪnd/', '/hend/', '/hind/']",13,3,3.270833333333333,3.6249999999999996,31.875,0.7222222222222222,0
726,फ़र्श,فرش,"['/pʰəɾʃ/', '/fəɾʃ/']","['/far.raʃ/', '/fa.raʃ/', '[ˈfa.raʃ]']",4,1,1.0208333333333335,1.125,8.5,0.4,1
727,दर्ज,یمن,['/d̪əɾd͡ʒ/'],"['/jaman/', '/jaman/', '/jæmæn/', '/jaman/', '/jə.mən/']",6,4,1.6458333333333333,1.875,21.25,0.5454545454545454,0
728,असर,حمله,"['/ə.səɾ/', '[ə.s̪əɾ]']","['/hamla/', '/hamla/', '/hæmle/', '/hamla/']",5,4,1.8333333333333333,2.1666666666666665,25.375,0.5555555555555556,0
729,सादा,ساده,"['/sɑː.d̪ɑː/', '[s̪äː.d̪äː]']","['/sɑːˈda/', '/sɒːˈda/', '/sɒːˈde/', '/sɔːˈda/']",4,0,0.14583333333333334,0.16666666666666666,1.5,0.3333333333333333,1
730,कद्दू,کدو,"['/kəd̪.d̪uː/', '[kəd̪̚.d̪uː]']","['/kəd̪.d̪uː/', '/kə.d̪uː/']",0,0,0.0,0.0,0.0,0.0,1
731,मौलाना,مولانا,"['/mɔː.lɑː.nɑː/', '[mɔː.l̪äː.n̪äː]']","['/mæwlɒːˈnɒː/', '/mowlɒːˈnɒː/', '[moːlɒːˈnɒː]']",6,0,0.16666666666666666,0.20833333333333331,1.75,0.4,1
732,अरस्तू,نغمه,"['/ə.ɾəs.t̪uː/', '[ə.ɾəs̪.t̪uː]']","['/naɣma/', '/naɣma/', '/næɢme/', '/naɣma/']",10,4,1.8541666666666667,2.0833333333333335,20.25,0.7142857142857143,0
733,माँदा,مانده,"['/mɑ̃ː.d̪ɑː/', '[mä̃ː.d̪äː]']","['[mɒːnˈd̪e]', '[muːnˈd̪e]']",6,1,1.0833333333333333,1.1666666666666667,9.25,0.46153846153846156,1
734,दर्या,اختیار,['/d̪əɾ.ja/'],"['/ixtijɑːɾ/', '/ɪxtijɒːɾ/', '/extijɒːɾ/', '/ixtijɔːɾ/']",8,4,2.5833333333333335,3.041666666666667,30.75,0.6666666666666666,0
735,शिकस्त,,"['/ʃɪ.kəst̪/', '[ʃɪ.kəs̪t̪]']",,12,5,3.25,3.5416666666666665,30.5,1.0,0
736,सलीब,صلیب,"['/sə.liːb/', '[s̪ə.l̪iːb]']","['[sæˈliːb]', '/sə.liːb/']",0,0,0.0,0.0,0.0,0.0,1
737,तरफ़दार,طرفدار,"['/t̪ə.ɾəpʰ.d̪ɑːɾ/', '[t̪ə.ɾəpʰ.d̪äːɾ]', '/t̪ə.ɾəf.d̪ɑːɾ/', '[t̪ə.ɾəf.d̪äːɾ]']","['/taɾafdɑːɾ/', '/taɾafdɒːɾ/', '/tæɾæfdɒːɾ/', '/taɾafdɔːɾ/']",6,0,0.3333333333333333,0.3333333333333333,3.0,0.35294117647058826,1
738,ज़रूर,صحت,"['/d͡ʒə.ɾuːɾ/', '/zə.ɾuːɾ/']","['/seː.ɦət̪/', '/sɪ.ɦət̪/']",6,1,0.7708333333333334,0.9583333333333333,10.125,0.5454545454545454,0
739,बेगाना,بیگانه,"['/beː.ɡɑː.nɑː/', '[beː.ɡäː.n̪äː]']","['/beːɡɑːna/', '/beːɡɒːna/', '/biːɡɒːne/', '/beɡɔːna/']",4,0,0.10416666666666667,0.125,1.25,0.26666666666666666,1
740,मर्दुम,مردم,"['/məɾ.d̪ʊm/', '[məɾ.d̪ʊ̃m]']","['/maɾdum/', '/maɾdʊm/', '/mæɾdom/', '/maɾdum/']",3,0,0.16666666666666666,0.16666666666666666,1.5,0.25,1
741,पैदाइशी,पैदाइश,"['/pɛː.d̪ɑː.ɪ.ʃiː/', '[pɛː.d̪äː.ɪ.ʃiː]']","['/pɛː.d̪ɑː.ɪʃ/', '[pɛː.d̪äː.ɪʃ]']",3,1,0.8958333333333334,1.0,7.25,0.16666666666666666,1
742,रक़्स,,"['/ɾəks/', '[ɾəks̪]', '/ɾəqs/', '[ɾəqs̪]']",,8,3,1.3541666666666667,1.5416666666666667,14.75,1.0,0
743,जारी,زنده,"['/d͡ʒɑː.ɾiː/', '[d͡ʒäː.ɾiː]', '/d͡ʑa.ɾi/', '[d͡ʑa.ɾiː]']","['/zinda/', '/zɪnda/', '/zende/', '/zinda/']",7,3,1.3749999999999998,1.5416666666666665,13.5,0.6363636363636364,0
744,दोस्त,افسانه,"['/d̪oːst̪/', '[d̪oːs̪t̪]']","['/afsɑːna/', '/afsɒːna/', '/æfsɒːne/', '/afsɔːna/']",7,4,2.4583333333333335,2.708333333333333,28.5,0.6363636363636364,0
745,ज़ात,بیان,"['/d͡ʒɑːt̪/', '[d͡ʒäːt̪]', '/zɑːt̪/', '[zäːt̪]']","['/bajɑːn/', '/bajɒːn/', '/bæjɒːn/', '/bajɔːn/']",5,4,2.0833333333333335,2.3333333333333335,19.625,0.45454545454545453,0
746,माँदा,,"['/mɑ̃ː.d̪ɑː/', '[mä̃ː.d̪äː]']",,13,3,1.125,1.25,11.125,1.0,0
747,बोहरान,بحران,"['/boːɦ.ɾɑːn/', '[boːɦ.ɾä̃ːn̪]']","['/buħ.raːn/', '/buhɾɑːn/', '/bʊhɾɒːn/', '/bohɾɒːn/', '/bɵːhɾɔːn/']",4,0,0.14583333333333331,0.16666666666666666,1.5,0.3076923076923077,1
748,ज़नाना,زنانه,"['/d͡ʒə.nɑː.nɑː/', '[d͡ʒə.n̪äː.n̪äː]', '/zə.nɑː.nɑː/', '[zə.n̪äː.n̪äː]']","['/zanɑːna/', '/zanɒːna/', '/zænɒːne/', '/zanɔːna/']",5,0,0.22916666666666669,0.25,2.5,0.35714285714285715,1
749,गुफ़्तार,کاغذ,"['/ɡʊpʰ.t̪ɑːɾ/', '[ɡʊpʰ.t̪äːɾ]', '/ɡʊf.t̪ɑːɾ/', '[ɡʊf.t̪äːɾ]']","['/kɑːɣað~kɑːɣið/', '/kɒːɣaz~kɒːɣɪz/', '/kɒːɢæz~kɒːɢez/', '/kɔːɣaz~kɔːɣiz/']",11,6,4.270833333333333,4.791666666666666,37.875,0.6470588235294118,0
750,रोशनी,,"['/ɾoːʃ.niː/', '[ɾoːʃ.n̪iː]']",,11,3,2.1458333333333335,2.4166666666666665,19.0,0.9166666666666666,0
751,जवान,تباه,"['/d͡ʒə.ʋɑːn/', '[d͡ʒə.ʋä̃ːn̪]']","['/tabɑːh/', '/tabɒːh/', '/tæbɒːh/', '/tabɔːh/']",7,3,0.7291666666666666,0.8333333333333333,11.625,0.5384615384615384,0
752,फ़रेब,,"['/pʰə.ɾeːb/', '/fə.ɾeːb/']",,11,4,2.229166666666667,2.541666666666667,21.625,1.0,0
753,बुनियाद,,"['/bʊ.nɪ.jɑːd̪/', '[bʊ.n̪i.jäːd̪]']",,14,4,3.7500000000000004,4.166666666666666,32.0,0.9333333333333333,0
754,जान,جان,"['/d͡ʒɑːn/', '[d͡ʒä̃ːn̪]', '/d͡ʑɑ́ː.nɐ/', '/ˈd͡ʑɑː.n̪ɐ/']","['/d͡ʒɑːn/', '/d͡ʒɒːn/', '/d͡ʒɒːn/', '/d͡ʒuːn/', '/d͡ʒɔːn/']",0,0,0.0,0.0,0.0,0.0,1
755,नतीजा,نتیجه,"['/nə.t̪iː.d͡ʒɑː/', '[n̪ə.t̪iː.d͡ʒäː]']","['/natiːd͡ʒa/', '/natiːd͡ʒa/', '/nætiːd͡ʒe/', '/natid͡ʒa/']",6,0,0.20833333333333331,0.20833333333333331,1.75,0.35294117647058826,1
756,-इयत,ـیت,"['/ɪ.jət̪/', '[i.jət̪]']","['/ijet/', '/ɪ.jət̪/', '/jʊt̪/']",0,0,0.0,0.0,0.0,0.0,1
757,क़र्ज़,قرض,"['/kəɾd͡ʒ/', '/qəɾz/']","['/ʔa.radˤ/', '[ˈʔɑ.rˤɑdˤ]', '/ɡa.radˤ/', '[ˈɡɑ.rˤɑdˤ]']",7,1,1.2291666666666667,1.3333333333333333,11.0,0.6363636363636364,1
758,ख़ौफ़,خوف,"['/kʰɔːpʰ/', '/xɔːf/']","['/xawf/', '/xawf/', '/xawf/', '/xowf/', '/xavf/', '/xaw.waf/', '[ˈxaw.waf]', '/xɔːf/']",0,0,0.0,0.0,0.0,0.0,1
759,जवानी,جوانی,"['/d͡ʒə.ʋɑː.niː/', '[d͡ʒə.ʋäː.n̪iː]']","['/d͡ʒawɑːniː/', '/d͡ʒawɒːniː/', '/d͡ʒævɒːniː/', '/d͡ʒavɔːniː/', '/d͡ʒə.ʋɑː.niː/']",0,0,0.0,0.0,0.0,0.0,1
760,गिलास,سرکه,"['/ɡɪ.lɑːs/', '[ɡɪ.l̪äːs̪]']","['/siɾka/', '/sɪɾka/', '/seɾke/', '/siɾka/']",6,3,1.1041666666666665,1.3333333333333333,19.625,0.5454545454545454,0
761,तमंचा,مثال,"['/t̪ə.mən.t͡ʃɑː/', '[t̪ə.mə̃n̪.t͡ʃäː]']","['/mi.θaːl/', '/miˈθaːl/', '/miˈsaːl/', '/misɑːl/', '/mɪsɒːl/', '/mesɒːl/', '/misɔːl/']",11,4,2.625,2.875,27.5,0.6470588235294118,0
